site,data_type,trend,h,p,z,Tau,s,var_s,slope,intercept,slope m/20y
#2836601,level,increasing,True,0.02698223468903582,2.211774719917929,0.3742690058479532,64,811.3333333333334,0.02571428571428567,-33.77142857142857,2.057142857142854
#2837101,level,no trend,False,0.08628234037111726,-1.715343102934312,-0.2923976608187134,-50,816.0,-0.0799999999999983,-38.78000000000002,-6.399999999999864
#2837303,level,increasing,True,0.0007120335058301563,3.384903235428036,0.5882352941176471,90,691.3333333333334,0.08000000000000007,-22.2,6.400000000000006
#2837306,level,no trend,False,0.9094639540163059,-0.1137147065368355,-0.0261437908496732,-4,696.0,-0.001428571428571652,-15.33285714285714,-0.1142857142857322
#2837401,level,increasing,True,0.00103686648383583,3.280327502431236,0.5368421052631579,102,948.0,0.1230555555555556,-28.79902777777778,9.844444444444452
#2837503,level,decreasing,True,0.008550271979421264,-2.629531064189884,-0.4190476190476191,-88,1094.666666666667,-0.09291666666666654,-35.72083333333333,-7.433333333333323
#2838404,level,decreasing,True,0.005781798478456501,-2.759906057814976,-0.5,-68,589.3333333333334,-0.0651428571428571,-24.10885714285714,-5.211428571428568
#2838802,level,decreasing,True,0.01060080874047076,-2.555589526381748,-0.4444444444444444,-68,687.3333333333334,-0.06000000000000005,-10.65,-4.800000000000004
#2841205,level,no trend,False,0.1373470969847836,1.485743057339469,0.2833333333333333,34,493.3333333333333,0.04408333333333345,-12.645625,3.526666666666676
#2841501,level,increasing,True,0.03580506484519108,2.099134285623959,0.3567251461988304,61,817.0,0.1600000000000001,-11.93,12.80000000000001
#2841906,level,no trend,False,0.07889898233093828,1.757110464919508,0.3626373626373626,33,331.6666666666667,0.1272727272727273,-14.28227272727273,10.18181818181819
#2842501,level,increasing,True,0.04599936687503714,1.995399119739914,0.3391812865497076,58,816.0,0.08545454545454541,-7.599090909090909,6.836363636363632
#2842602,level,no trend,False,0.760332307521876,-0.3050444380432815,-0.07692307692307693,-6,268.6666666666667,-0.02049999999999998,-7.127,-1.639999999999999
#2842701,level,decreasing,True,0.0004677828398356176,-3.498557142706598,-0.5906432748538012,-101,817.0,-0.09400000000000013,-16.394,-7.52000000000001
#2842704,level,no trend,False,0.7039072333600191,0.3800514371086353,0.0718954248366013,11,692.3333333333334,0.0054545454545455,-15.76136363636364,0.43636363636364
#2842705,level,increasing,True,3.654591993962342e-05,4.128297428393785,0.695906432748538,119,817.0,0.1199999999999974,-18.62999999999998,9.599999999999795
#2842706,level,no trend,False,0.09836039127102181,1.65285493167323,0.3014705882352941,41,585.6666666666666,0.03107142857142876,-16.74857142857143,2.4857142857143
#2844507,level,decreasing,True,0.01534330019291841,-2.424172861051425,-0.4248366013071895,-65,697.0,-0.4879999999999999,-6.552,-39.03999999999999
#2844606,level,decreasing,True,0.01702379603221149,-2.386193395120965,-0.45,-54,493.3333333333333,-0.4022857142857142,-4.497857142857143,-32.18285714285714
#2844910,level,decreasing,True,0.01160872962560089,-2.523820169196985,-0.475,-57,492.3333333333333,-0.1003846153846154,-20.35211538461538,-8.030769230769232
#2845102,level,increasing,True,0.001892819485882491,3.106553665346163,0.5833333333333334,70,493.3333333333333,0.1145000000000001,-21.38375,9.16000000000001
#2845306,level,no trend,False,0.7659681439026507,0.2976528360834951,0.06666666666666667,7,406.3333333333333,0.004999999999999893,-9.085,0.3999999999999915
#2845506,level,no trend,False,0.8818348500019719,-0.1486436219628865,-0.0380952380952381,-4,407.3333333333333,-0.01111111111111127,-19.34222222222222,-0.8888888888889015
#2846401,level,decreasing,True,0.0003595510736233987,-3.568120556198457,-0.5666666666666667,-119,1093.666666666667,-0.08734848484848484,-7.906515151515151,-6.987878787878787
#2846501,level,decreasing,True,0.007198348391553422,-2.687526065470545,-0.4285714285714285,-90,1096.666666666667,-0.1194736842105259,-9.775263157894742,-9.557894736842075
#2846705,level,no trend,False,0.2623257010680329,-1.120911110566494,-0.1929824561403509,-33,815.0,-0.02181818181818184,-13.79363636363636,-1.745454545454547
#2849103,level,decreasing,True,1.480088301697435e-05,-4.331631020214598,-0.9230769230769231,-72,268.6666666666667,-0.8421666666666672,-29.84699999999999,-67.37333333333338
#2849202,level,no trend,False,0.9513521309544037,0.0610088876086563,0.02564102564102564,2,268.6666666666667,0.04198412698412706,-15.06190476190476,3.358730158730165
#2849302,level,increasing,True,0.007158041640921153,2.689400809163403,0.5769230769230769,45,267.6666666666667,0.1414285714285708,-24.80857142857143,11.31428571428567
#2849402,level,decreasing,True,7.6426815986963e-09,-5.77615534661554,-0.9707602339181286,-166,816.0,-0.7271428571428566,-29.35571428571429,-58.17142857142854
#2849403,level,decreasing,True,0.04249873448881414,-2.028603081167394,-0.4175824175824176,-38,332.6666666666667,-0.1457142857142857,-13.79285714285714,-11.65714285714285
#2849801,level,decreasing,True,3.102173973723588e-05,-4.165833249983329,-0.7017543859649122,-120,816.0,-0.1257142857142856,-14.79857142857143,-10.05714285714285
#2850504,level,increasing,True,0.04952942547507955,1.964005746729304,0.3333333333333333,57,813.0,0.02600000000000015,-9.404000000000002,2.080000000000013
#2850814,level,decreasing,True,4.106050468521971e-07,-5.063974290657325,-0.8263157894736842,-157,949.0,-0.5434047619047617,-30.21265476190477,-43.47238095238094
#2850815,level,decreasing,True,2.254830655523676e-08,-5.591217387150753,-0.9105263157894737,-173,946.3333333333334,-0.6691666666666666,-30.51791666666667,-53.53333333333332
#2851701,level,decreasing,True,0.0004677828398356176,-3.498557142706598,-0.5906432748538012,-101,817.0,-0.1256249999999999,-23.249375,-10.04999999999999
#2851902,level,no trend,False,0.1625413898301549,1.396575075292507,0.2315789473684211,44,948.0,0.05999999999999983,-8.544999999999998,4.799999999999986
#2852106,level,no trend,False,0.176360434203354,-1.35204651921267,-0.2583333333333334,-31,492.3333333333333,-0.02788888888888886,-13.39583333333333,-2.231111111111109
#2852107,level,no trend,False,0.07392248595953888,-1.787092831221024,-0.4090909090909091,-27,211.6666666666667,-0.115,-13.0725,-9.200000000000003
#2852913,level,no trend,False,0.4622499461255427,-0.7351470441147051,-0.1286549707602339,-22,816.0,-0.05099999999999998,-6.861000000000001,-4.079999999999998
#2857101,level,increasing,True,0.0149124010869679,2.434499484740791,0.4411764705882353,60,587.3333333333334,0.06651515151515153,-10.68212121212121,5.321212121212122
#2857201,level,no trend,False,0.9091602171385771,-0.1140978618683608,-0.0261437908496732,-4,691.3333333333334,0.0,-11.98,0.0
#2857301,level,decreasing,True,0.000974710290715386,-3.29772648956823,-0.5751633986928104,-88,696.0,-0.3518181818181819,-15.46454545454545,-28.14545454545456
#2858102,level,decreasing,True,4.20678071590963e-05,-4.095819245781929,-0.6900584795321637,-118,816.0,-0.2572727272727274,-21.45454545454545,-20.58181818181819
#2858103,level,decreasing,True,0.0001549027146052762,-3.783074998161918,-0.6374269005847953,-109,815.0,-0.2000000000000011,-13.43999999999999,-16.00000000000009
#2858301,level,no trend,False,0.06410357671243583,-1.851458799574103,-0.4242424242424243,-28,212.6666666666667,-0.2655555555555557,-42.09444444444444,-21.24444444444445
#2858304,level,decreasing,True,0.04244167627001105,-2.029163142769827,-0.3450292397660819,-59,817.0,-0.2010000000000005,-41.84099999999999,-16.08000000000004
#2858402,level,no trend,False,0.1376458455182648,-1.484614977916181,-0.2952380952380952,-31,408.3333333333333,-0.05000000000000071,-18.45,-4.000000000000057
#2858903,level,decreasing,True,0.007839543040639052,-2.658903428457014,-0.4502923976608187,-77,817.0,-0.1383333333333331,-16.725,-11.06666666666665
#2859301,level,decreasing,True,5.678067122971697e-05,-4.025805241580528,-0.6783625730994152,-116,816.0,-0.4757142857142855,-11.25857142857143,-38.05714285714284
#2859306,level,decreasing,True,0.001845721317696336,-3.113995776646092,-0.7454545454545455,-41,165.0,-0.7587500000000003,-12.99625,-60.70000000000002
#2859703,level,decreasing,True,0.002357527595795439,-3.041052449399714,-0.7777777777777778,-35,125.0,-0.2744444444444443,-20.79,-21.95555555555555
#2859801,level,no trend,False,0.2104977000553374,-1.252198067399882,-0.3333333333333333,-15,125.0,-0.8499999999999994,-25.495,-67.99999999999996
#2860402,level,decreasing,True,0.007487886815149114,-2.674329377162592,-0.6060606060606061,-40,212.6666666666667,-0.8124999999999998,-18.43625,-64.99999999999999
#2860806,level,no trend,False,0.2295562138789196,-1.201502818372221,-0.4285714285714285,-9,44.33333333333334,-0.23,-5.1,-18.4
#2860902,level,decreasing,True,0.01951748118217767,-2.335496832484569,-0.5636363636363636,-31,165.0,-0.0650000000000001,-16.135,-5.200000000000008
#29255,level,decreasing,True,2.631276625475465e-06,-4.697684345866536,-1.0,-78,268.6666666666667,-1.188311688311688,-103.8901298701299,-95.06493506493507
#30176,level,no trend,False,0.07946101757005741,-1.753821968300937,-0.280952380952381,-59,1093.666666666667,-0.01669642857142863,-5.673035714285714,-1.33571428571429
#31723,level,decreasing,True,0.002499028857611219,-3.023459003827584,-0.8333333333333334,-30,92.0,-0.3987499999999998,-24.385,-31.89999999999998
#32157,level,decreasing,True,0.04081584761596257,-2.04539585151214,-0.3594771241830065,-55,697.0,-0.4692307692307693,-35.98153846153846,-37.53846153846155
#3257,level,decreasing,True,9.390844324386194e-09,-5.741379371631529,-0.7157258064516129,-355,3801.666666666667,-0.1526764705882352,-18.92851470588236,-12.21411764705881
#3270,level,decreasing,True,1.553067999759961e-06,-4.804283301392847,-0.7842105263157895,-149,949.0,-0.07062500000000016,-16.2540625,-5.650000000000013
#3302,level,no trend,False,0.2479958148314854,-1.155231069323108,-0.1988304093567251,-34,816.0,-0.01499999999999879,-26.77500000000001,-1.199999999999903
#330458103251001,level,no trend,False,0.3700191278785978,0.8964375351165287,0.1012145748987854,75,6814.333333333333,0.001578947368421019,-13.32,0.1263157894736815
#332115103403301,level,decreasing,True,0.03910867379430782,-2.063041622621439,-0.2,-255,15158.33333333333,-0.00105480791350352,-18.24276023694502,-0.08438463308028163
#333101,level,decreasing,True,3.225641456250372e-05,-4.156921938165305,-0.8095238095238095,-85,408.3333333333333,-1.215555555555555,-84.17111111111112,-97.24444444444443
#333501,level,decreasing,True,3.17396401376957e-05,-4.160611651030328,-0.8461538461538461,-77,333.6666666666667,-1.638571428571428,-74.63428571428571,-131.0857142857143
#333502,level,decreasing,True,0.0001212623748676478,-3.843559919345347,-0.8205128205128205,-64,268.6666666666667,-2.209875,-72.23075,-176.79
#333504,level,decreasing,True,0.01734335916242347,-2.379346616737596,-0.5128205128205128,-40,268.6666666666667,-1.177083333333333,-72.2175,-94.16666666666669
#33351,level,decreasing,True,7.32183972087519e-05,-3.96557769456266,-0.8461538461538461,-66,268.6666666666667,-0.7780113636363637,-87.56193181818182,-62.2409090909091
#333702,level,decreasing,True,0.0002786876842340025,-3.634345051015831,-0.8181818181818182,-54,212.6666666666667,-1.25,-67.775,-100.0
#334102,level,decreasing,True,0.002281991536651651,-3.050843936554681,-0.5514705882352942,-75,588.3333333333334,-0.5519642857142864,-64.24428571428571,-44.15714285714291
#334501,level,decreasing,True,3.176136385141248e-05,-4.160455400586755,-0.75,-102,589.3333333333334,-1.0705,-82.336,-85.64000000000001
#3348,level,decreasing,True,5.075452458314089e-08,-5.448646679496441,-0.78,-234,1828.666666666667,-0.08737556561085966,-33.47149321266969,-6.990045248868773
#334801,level,decreasing,True,0.003428396252842525,-2.926463597789863,-0.55,-66,493.3333333333333,-0.6986607142857136,-85.98504464285715,-55.89285714285709
#335101,level,decreasing,True,0.04776124267510373,-1.979486637221574,-0.3904761904761905,-41,408.3333333333333,-0.2300000000000004,-73.94,-18.40000000000003
#335201,level,decreasing,True,1.258586161134723e-05,-4.367184138240257,-0.8166666666666667,-98,493.3333333333333,-1.211944444444445,-88.15041666666667,-96.9555555555556
#335303,level,decreasing,True,0.01951748118217767,-2.335496832484569,-0.5636363636363636,-31,165.0,-1.159999999999997,-74.87000000000002,-92.79999999999973
#335501,level,decreasing,True,0.01639331688880907,-2.400039184633096,-0.5454545454545454,-36,212.6666666666667,-1.107,-85.1915,-88.56
#335903,level,decreasing,True,0.01648865672767008,-2.39791576165636,-0.6666666666666666,-24,92.0,-0.9695833333333337,-101.1116666666667,-77.56666666666669
#336301,level,decreasing,True,4.184502861570571e-05,-4.097049036905808,-0.7666666666666667,-92,493.3333333333333,-0.4912500000000009,-74.330625,-39.30000000000007
#336401,level,no trend,False,0.7868453832008202,0.2704093038425341,0.05833333333333333,7,492.3333333333333,0.2025,-83.88875,16.2
#336501,level,decreasing,True,5.485078407474475e-06,-4.545324114471422,-0.7908496732026143,-121,697.0,-1.216,-86.599,-97.27999999999997
#336602,level,decreasing,True,0.0005320055051392103,-3.464101615137754,-0.6761904761904762,-71,408.3333333333333,-1.125833333333334,-84.03916666666666,-90.06666666666669
#337,level,no trend,False,0.1291943692753168,-1.517286483621763,-0.2679738562091503,-41,695.0,-0.2783333333333336,-56.00416666666667,-22.26666666666669
#337109,level,no trend,False,0.07651365424139889,-1.771282992329014,-0.3235294117647059,-44,589.3333333333334,-0.1082196969696974,-74.60424242424241,-8.65757575757579
#33768,level,decreasing,True,3.161602091239502e-10,-6.290639756107009,-0.9696969696969697,-224,1256.666666666667,-0.1704999999999998,-35.49475,-13.63999999999999
#337804,level,decreasing,True,0.03544789255246084,-2.103204552047922,-0.6428571428571429,-18,65.33333333333333,-0.5066666666666677,-100.8616666666667,-40.53333333333342
#337901,level,no trend,False,0.3004271167492414,-1.035517888448721,-0.2,-24,493.3333333333333,-0.0881111111111112,-104.0941666666667,-7.048888888888896
#338,level,no trend,False,0.8337352412499333,-0.2099134285623959,-0.04093567251461988,-7,817.0,-0.05153846153846167,-54.70615384615385,-4.123076923076933
#338302,level,decreasing,True,0.007290358091535554,-2.683281572999748,-0.6888888888888889,-31,125.0,-3.493333333333335,-79.475,-279.4666666666668
#338401,level,decreasing,True,5.434517408975381e-06,-4.547274205796557,-0.85,-102,493.3333333333333,-0.7462499999999999,-90.733125,-59.69999999999999
#338402,level,decreasing,True,0.00686379498544909,-2.703381341337498,-0.9047619047619048,-19,44.33333333333334,-0.8360000000000014,-109.382,-66.88000000000011
#338601,level,decreasing,True,0.02282150367148805,-2.27640963280481,-0.4476190476190476,-47,408.3333333333333,-0.6172727272727265,-80.79909090909092,-49.38181818181812
#338901,level,decreasing,True,0.0490979816092656,-1.967739820199815,-0.5111111111111111,-23,125.0,-0.8399999999999963,-94.30500000000002,-67.1999999999997
#339201,level,decreasing,True,0.004562261153222558,-2.836418564011713,-0.5333333333333333,-64,493.3333333333333,-0.4649999999999999,-59.5975,-37.19999999999999
#33928,level,decreasing,True,1.260751520959502e-07,-5.284461364689273,-0.8380952380952381,-176,1096.666666666667,-0.4930555555555558,-36.94944444444445,-39.44444444444446
#339901,level,decreasing,True,0.003114307531555172,-2.956224067837338,-0.6043956043956044,-55,333.6666666666667,-0.2966666666666662,-11.11666666666667,-23.7333333333333
#340,level,decreasing,True,0.001270241933207794,-3.222619442878671,-0.543859649122807,-93,815.0,-0.4950000000000001,-50.685,-39.60000000000001
#340101,level,no trend,False,0.9013157405059642,0.1239994121523284,0.02941176470588235,4,585.3333333333334,0.001111111111111087,-20.00888888888889,0.08888888888888699
#340701,level,decreasing,True,0.01679331034459386,-2.391202004326642,-0.4338235294117647,-59,588.3333333333334,-0.169861111111111,-25.03111111111111,-13.58888888888888
#340903,level,no trend,False,0.8430852292699837,-0.1979486637221574,-0.04761904761904762,-5,408.3333333333333,-0.06199999999999904,-93.696,-4.959999999999923
#340904,level,decreasing,True,5.434517408975381e-06,-4.547274205796557,-0.85,-102,493.3333333333333,-0.5974444444444453,-95.97916666666667,-47.79555555555562
#341010102240801,level,decreasing,True,0.0,-13.09134127355258,-0.9974683544303797,-3152,57933.33333333334,-0.1326890235260769,-37.07485499929139,-10.61512188208616
#341103,level,decreasing,True,0.0003466193511345583,-3.577708763999663,-0.9111111111111111,-41,125.0,-0.6300000000000002,-95.815,-50.40000000000002
#341602,level,decreasing,True,1.331455448783103e-05,-4.354870601887463,-0.8476190476190476,-89,408.3333333333333,-0.8000000000000007,-76.85,-64.00000000000006
#341801,level,decreasing,True,8.442315356127494e-06,-4.453648795431911,-0.9487179487179487,-74,268.6666666666667,-0.874027777777777,-83.55583333333334,-69.92222222222216
#341901,level,decreasing,True,0.04296014602842502,-2.02409725481996,-0.4909090909090909,-27,165.0,-0.8900000000000006,-79.98,-71.20000000000005
#342403,level,decreasing,True,5.214911582429593e-05,-4.045780339810076,-0.9090909090909091,-60,212.6666666666667,-2.395,-67.9975,-191.6
#342802,level,decreasing,True,0.0008584157495146183,-3.333237683945709,-0.5816993464052288,-89,697.0,-0.3183333333333327,-75.18916666666668,-25.46666666666662
#343347103345001,level,increasing,True,1.92109453678313e-07,5.206814995130874,0.6984126984126984,264,2551.333333333333,0.03225384615384636,-90.16042692307693,2.580307692307708
#344,level,no trend,False,0.1405869992397548,-1.473608619532933,-0.2514619883040936,-43,812.3333333333334,-0.1712500000000006,-59.71874999999999,-13.70000000000005
#344302,level,decreasing,True,4.706124361320008e-07,-5.037922285497501,-0.847953216374269,-145,817.0,-0.4037499999999987,-74.36625000000001,-32.2999999999999
#344501,level,decreasing,True,2.082132298042438e-05,-4.255896270026384,-0.8285714285714286,-87,408.3333333333333,-0.409999999999999,-81.2,-32.79999999999992
#344504,level,decreasing,True,0.0003701438279946068,-3.56050388966928,-0.6209150326797386,-95,697.0,-2.00375,-76.38812499999999,-160.3
#344703,level,decreasing,True,0.0006767641801210811,-3.39882332579968,-0.8666666666666667,-39,125.0,-2.204285714285715,-75.99571428571427,-176.3428571428572
#344704,level,decreasing,True,0.02398753446442692,-2.257328841520283,-0.4871794871794872,-38,268.6666666666667,-0.7606428571428564,-80.93614285714287,-60.85142857142851
#344801,level,no trend,False,0.1237151787517388,-1.539365142790903,-0.2631578947368421,-45,817.0,-0.1733333333333332,-74.8,-13.86666666666666
#345,level,decreasing,True,0.001110263203007555,-3.260983960929986,-0.5497076023391813,-94,813.3333333333334,-0.3175000000000002,-49.5425,-25.40000000000001
#345304,level,no trend,False,0.1253111113894243,-1.532856924063805,-0.3186813186813187,-29,333.6666666666667,-0.6611111111111114,-105.1477777777778,-52.88888888888891
#345801,level,decreasing,True,4.299031169452405e-05,-4.090791703024279,-0.7124183006535948,-109,697.0,-0.4791666666666667,-81.28208333333332,-38.33333333333334
#345904,level,decreasing,True,0.005069309556701596,-2.802596198981483,-0.6727272727272727,-37,165.0,-0.8428571428571416,-79.0157142857143,-67.42857142857133
#346,level,no trend,False,0.06853383991717488,-1.821480554670553,-0.3099415204678362,-53,815.0,-0.3424999999999994,-51.7775,-27.39999999999995
#346302,level,decreasing,True,0.0004588885287268862,-3.503672969288697,-0.7142857142857143,-65,333.6666666666667,-1.439999999999998,-98.43,-115.1999999999998
#346604,level,no trend,False,0.5021582515007486,-0.6710977636952193,-0.1538461538461539,-12,268.6666666666667,-0.1769047619047624,-96.34857142857142,-14.15238095238099
#347,level,decreasing,True,0.0003712484788573889,-3.559721368211739,-0.6397058823529411,-87,583.6666666666666,-0.5018452380952378,-52.8352380952381,-40.14761904761903
#347104,level,decreasing,True,0.03749749081571974,-2.080305825515164,-0.4285714285714285,-39,333.6666666666667,-0.4180000000000007,-86.008,-33.44000000000005
#347601,level,decreasing,True,0.003448143997185849,-2.924676568729303,-0.5294117647058824,-72,589.3333333333334,-0.3210606060606069,-93.75151515151514,-25.68484848484855
#347902,level,decreasing,True,0.009003929475992933,-2.611904907169189,-0.5909090909090909,-39,211.6666666666667,-1.151666666666668,-103.2908333333333,-92.13333333333341
#348,level,decreasing,True,0.0003060221865887058,-3.610148131748825,-0.6081871345029239,-104,814.0,-0.5066666666666654,-45.43000000000001,-40.53333333333323
#348202,level,no trend,False,0.05787968015396805,-1.896608104527204,-0.3333333333333333,-51,695.0,-0.02333333333333343,-80.83666666666666,-1.866666666666674
#348203,level,no trend,False,0.07363827012030266,1.788854381999832,0.4666666666666667,21,125.0,1.68,-95.51,134.4
#348302,level,decreasing,True,0.002171510288786038,-3.06571384812761,-0.6263736263736264,-57,333.6666666666667,-1.238333333333334,-105.8408333333333,-99.06666666666675
#348404,level,no trend,False,0.367520738242143,-0.9011271137791659,-0.3333333333333333,-7,44.33333333333334,-1.02,-96.25,-81.59999999999997
#348601,level,decreasing,True,0.01508362259469487,-2.430365035986322,-0.4411764705882353,-60,589.3333333333334,-1.130416666666665,-103.0666666666667,-90.43333333333322
#348802,level,decreasing,True,0.0001622755664760778,-3.771490147280579,-0.8484848484848485,-56,212.6666666666667,-1.904374999999999,-109.0409375,-152.35
#348906,level,decreasing,True,0.001020933999970497,-3.284693408708153,-0.6703296703296703,-61,333.6666666666667,-0.835714285714287,-113.3428571428571,-66.85714285714296
#349,level,no trend,False,0.7935953271247307,0.2616447666443451,0.03153153153153153,21,5843.0,0.003484848484848114,-46.78272727272726,0.2787878787878492
#349101,level,decreasing,True,0.0001692187778361554,-3.761024610720991,-0.7333333333333333,-77,408.3333333333333,-0.71875,-70.72875,-57.5
#349401,level,decreasing,True,0.0002786876842340025,-3.634345051015831,-0.8181818181818182,-54,212.6666666666667,-0.7689444444444444,-77.43580555555555,-61.51555555555555
#349501,level,no trend,False,0.05287159261498764,-1.935968226230217,-0.3666666666666666,-44,493.3333333333333,-0.2300000000000018,-78.24499999999999,-18.40000000000015
#349601,level,decreasing,True,5.097264827158554e-05,-4.051121870740056,-0.8241758241758241,-75,333.6666666666667,-1.918571428571427,-71.37928571428571,-153.4857142857142
#350503,level,decreasing,True,0.00619562249890615,-2.737244507256795,-0.5604395604395604,-51,333.6666666666667,-0.7644444444444439,-94.55111111111113,-61.15555555555552
#350601,level,no trend,False,0.3996122962318283,-0.8423138577896899,-0.1714285714285714,-18,407.3333333333333,-0.1099999999999994,-94.23,-8.799999999999955
#351,level,decreasing,True,0.000460313403446877,-3.502847220520294,-0.5906432748538012,-101,815.0,-0.4079999999999998,-49.238,-32.63999999999999
#351603,level,decreasing,True,0.002637861089462845,-3.007061824186466,-0.5441176470588235,-74,589.3333333333334,-0.5572435897435906,-75.62205128205127,-44.57948717948724
#351604,level,no trend,False,0.5829505577618919,-0.5490799884779067,-0.1282051282051282,-10,268.6666666666667,-0.2049999999999947,-96.73000000000002,-16.39999999999958
#352,level,decreasing,True,0.004508358441672078,-2.84021183693902,-0.47953216374269,-82,813.3333333333334,-0.3033333333333346,-56.09999999999999,-24.26666666666677
#352301,level,no trend,False,0.6221795424021979,-0.4927637283262872,-0.0915032679738562,-14,696.0,-0.07600000000000004,-66.849,-6.080000000000004
#352302,level,no trend,False,0.06170669002831275,-1.868397465987655,-0.4545454545454545,-25,165.0,-0.3766666666666699,-75.22666666666665,-30.13333333333359
#352402,level,no trend,False,0.2284398089886754,-1.20438758319299,-0.2527472527472527,-23,333.6666666666667,-0.8949999999999996,-61.39250000000001,-71.59999999999997
#352702,level,decreasing,True,9.104344783872342e-05,-3.913299634215264,-0.7058823529411765,-96,589.3333333333334,-1.078333333333333,-74.23333333333333,-86.26666666666665
#352804,level,decreasing,True,0.01639331688880907,-2.400039184633096,-0.5454545454545454,-36,212.6666666666667,-0.5564285714285734,-68.83964285714285,-44.51428571428587
#352902,level,decreasing,True,0.0133475759268431,-2.474358296526967,-0.4857142857142857,-51,408.3333333333333,-0.5600000000000023,-61.95999999999998,-44.80000000000018
#353,level,no trend,False,0.8333327145422602,-0.2104291871495683,-0.04093567251461988,-7,813.0,-0.04444444444444508,-59.64999999999999,-3.555555555555606
#353101,level,decreasing,True,6.149382123754599e-05,-4.007004003127659,-0.75,-90,493.3333333333333,-1.080454545454546,-72.0565909090909,-86.43636363636368
#353201,level,decreasing,True,0.0003466193511345583,-3.577708763999663,-0.9111111111111111,-41,125.0,-1.185000000000002,-80.71249999999999,-94.80000000000018
#353305,level,decreasing,True,0.0007231067048800721,-3.380664902668701,-0.6102941176470589,-83,588.3333333333334,-0.5961363636363641,-85.8709090909091,-47.69090909090913
#353502,level,decreasing,True,0.02577040004587405,-2.229654329443297,-0.4380952380952381,-46,407.3333333333333,-0.4750000000000003,-68.145,-38.00000000000002
#353803,level,no trend,False,0.1295513529044088,1.515873457919734,0.7,7,15.66666666666667,0.6900000000000013,-72.30000000000001,55.2000000000001
#353901,level,no trend,False,0.09309214399370513,-1.679307428499167,-0.2865497076023392,-49,817.0,-0.03499999999999659,-65.49500000000003,-2.799999999999727
#354102,level,decreasing,True,0.001229384918944865,-3.231973417884659,-0.8888888888888888,-32,92.0,-3.149333333333334,-83.00266666666666,-251.9466666666667
#354301,level,decreasing,True,0.0,-12.75948837218935,-0.9917976760082023,-2902,51692.66666666666,-0.07605989752652141,-43.59416833843664,-6.084791802121713
#354401,level,decreasing,True,0.0006767641801210811,-3.39882332579968,-0.8666666666666667,-39,125.0,-1.687142857142856,-33.24285714285714,-134.9714285714285
#354501,level,no trend,False,0.07363827012030266,-1.788854381999832,-0.4666666666666667,-21,125.0,-0.6799999999999997,-102.39,-54.39999999999998
#354602,level,decreasing,True,0.03352416523500468,-2.125748992103599,-0.4848484848484849,-32,212.6666666666667,-1.381666666666664,-93.68083333333335,-110.5333333333331
#355,level,no trend,False,0.2778255277334805,-1.085217065121707,-0.1871345029239766,-32,816.0,-0.1550000000000011,-57.88499999999999,-12.40000000000009
#355101,level,no trend,False,0.1735462217878534,-1.360897063089832,-0.4285714285714285,-12,65.33333333333333,-1.1675,-86.82375,-93.39999999999998
#355302,level,decreasing,True,0.0003187997580795798,-3.599524368910722,-0.7692307692307693,-60,268.6666666666667,-0.9316666666666684,-114.0,-74.53333333333347
#355408,level,decreasing,True,0.04674494105371108,-1.988603895838851,-0.4545454545454545,-30,212.6666666666667,-3.267321428571431,-107.8697321428571,-261.3857142857145
#355409,level,no trend,False,0.07685087226788867,-1.769257740651033,-0.3846153846153846,-30,268.6666666666667,-0.6108333333333344,-100.445,-48.86666666666676
#355503,level,no trend,False,0.3222995958719193,-0.989743318610787,-0.2,-21,408.3333333333333,-0.1776923076923079,-110.1861538461539,-14.21538461538463
#355705,level,decreasing,True,2.082132298042438e-05,-4.255896270026384,-0.8285714285714286,-87,408.3333333333333,-0.8562499999999975,-119.46625,-68.4999999999998
#355804,level,no trend,False,0.2514521865080219,-1.146829277313911,-0.3333333333333333,-12,92.0,-0.4653750000000013,-113.1885,-37.2300000000001
#356,level,decreasing,True,5.645726330882894e-07,-5.002957936323002,-0.671957671957672,-254,2557.333333333333,-0.06609523809523797,-31.11771428571429,-5.287619047619038
#356101,level,decreasing,True,1.681730430469486e-07,-5.23146372152988,-0.9411764705882353,-128,589.3333333333334,-0.6737500000000018,-114.54,-53.90000000000015
#356201,level,decreasing,True,0.01648865672767008,-2.39791576165636,-0.6666666666666666,-24,92.0,-2.649166666666663,-118.2733333333334,-211.9333333333331
#356307,level,no trend,False,0.117850895021365,-1.563858105428061,-0.4444444444444444,-16,92.0,-1.213750000000001,-134.545,-97.10000000000008
#356501,level,decreasing,True,0.009374768459434968,-2.598076211353316,-0.7857142857142857,-22,65.33333333333333,-2.879999999999995,-119.79,-230.3999999999996
#356601,level,decreasing,True,0.001268955228656887,-3.222909762221586,-0.7272727272727273,-48,212.6666666666667,-1.370416666666666,-118.2127083333333,-109.6333333333332
#356801,level,no trend,False,0.854777098065548,0.1830266628259689,0.05128205128205128,4,268.6666666666667,0.2424999999999991,-104.185,19.39999999999993
#357501,level,decreasing,True,3.17396401376957e-05,-4.160611651030328,-0.8461538461538461,-77,333.6666666666667,-2.425454545454546,-92.55954545454544,-194.0363636363637
#357602,level,decreasing,True,2.274530014556575e-06,-4.727364273352856,-0.8833333333333333,-106,493.3333333333333,-1.7455,-90.57374999999999,-139.64
#358,level,decreasing,True,0.01541752291627385,-2.422419931338685,-0.4093567251461988,-70,811.3333333333334,-0.2033333333333331,-56.39,-16.26666666666665
