AgencyCd,SiteNo,AgencyNm,SiteName,DecLatVa,DecLongVa,HorzDatum,AltVa,NatAquiferCd,NatAqfrDesc,StateCd,StateNm,CountyCd,CountyNm,LocalAquiferName,AquiferType
KSGS,380417101021301,Kansas Geological Survey,23S 34W 10ACB 01,38.071993,-101.038173,NAD83,2943.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,374540100580101,Kansas Geological Survey,26S 33W 30ADC 01,37.761496,-100.966772,NAD83,2955.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,373709100374702,Kansas Geological Survey,28S 30W 17BAB 01,37.61921,-100.62971,NAD83,2813.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala-Dakota Formation,UNCONFINED
KSGS,371621101082602,Kansas Geological Survey,32S 35W 08DDD 02,37.271894,-101.140438,NAD83,3010.0,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,373605101120001,Kansas Geological Survey,28S 36W 24ADA 01,37.601471,-101.199868,NAD83,3081.0,N100HGHPLN,High Plains aquifer,20,Kansas,67,Grant County,Ogallala-Dakota Formation,UNCONFINED
KSGS,374404100064402,Kansas Geological Survey,26S 26W 36DCC 02,37.737391,-100.11457,NAD83,2543.0,N100HGHPLN,High Plains aquifer,20,Kansas,57,Ford County,Ogallala Formation,UNCONFINED
KSGS,373913101311701,Kansas Geological Survey,27S 38W 31CAC 01,37.653735,-101.521521,NAD83,3134.0,N100HGHPLN,High Plains aquifer,20,Kansas,67,Grant County,Ogallala-Dakota Formation,UNCONFINED
KSGS,373701101175001,Kansas Geological Survey,28S 36W 18ABC 01,37.61747,-101.299448,NAD83,3050.0,N100HGHPLN,High Plains aquifer,20,Kansas,67,Grant County,Ogallala-Dakota Formation,UNCONFINED
KSGS,375953101124601,Kansas Geological Survey,24S 36W 01ADA 01,37.99817,-101.212848,NAD83,3054.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,380033100523502,Kansas Geological Survey,23S 32W 31CCA 01,38.00751,-100.879648,NAD83,2874.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,370130101145201,Kansas Geological Survey,35S 36W 08AAA 01,37.024909,-101.247919,NAD83,3070.0,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,370552101045701,Kansas Geological Survey,34S 35W 12CCD 01,37.097646,-101.082594,NAD83,2985.33,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,371139101223001,Kansas Geological Survey,33S 37W 08BCB 01,37.194188,-101.375112,NAD83,3131.0,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,374003100541001,Kansas Geological Survey,27S 33W 26CDB 01,37.667414,-100.902766,NAD83,2947.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,374239100431401,Kansas Geological Survey,27S 31W 09CDB 01,37.710812,-100.720664,NAD83,2816.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,372835101305001,Kansas Geological Survey,29S 38W 31DCD 01,37.476263,-101.513855,NAD83,3139.0,N100HGHPLN,High Plains aquifer,20,Kansas,67,Grant County,Ogallala-Dakota Formation,UNCONFINED
KSGS,380106100434402,Kansas Geological Survey,23S 31W 28CDD 02,38.018722,-100.730133,NAD83,2885.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,375454101075401,Kansas Geological Survey,25S 35W 02BAA 01,37.915722,-101.130647,NAD83,2990.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,375043100372401,Kansas Geological Survey,25S 30W 28C 01,37.846893,-100.624309,NAD83,2657.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,373748101205501,Kansas Geological Survey,28S 37W 10ADB 01,37.6302,-101.349828,NAD83,3068.0,N100HGHPLN,High Plains aquifer,20,Kansas,67,Grant County,Ogallala Formation,UNCONFINED
KSGS,372606100541001,Kansas Geological Survey,30S 33W 14CBD 01,37.436067,-100.904146,NAD83,2933.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,370434100405203,Kansas Geological Survey,34S 31W 22BDD 03,37.075661,-100.681146,NAD83,2529.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala Formation,UNCONFINED
KSGS,371947101082101,Kansas Geological Survey,31S 35W 21CCC 01,37.32964,-101.139,NAD83,3012.34,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,373738100510901,Kansas Geological Survey,28S 32W 08CBB 01,37.627093,-100.852652,NAD83,2940.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,373627101492301,Kansas Geological Survey,28S 41W 17CDD 01,37.60738,-101.8256,NAD83,3379.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala-Dakota Formation,UNCONFINED
KSGS,370033100534202,Kansas Geological Survey,35S 33W 15ABC 02,37.009169,-100.89505,NAD83,2822.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala Formation,UNCONFINED
KSGS,375309100291401,Kansas Geological Survey,25S 29W 10DDC 01,37.885766,-100.487351,NAD83,2784.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,374044100395003,Kansas Geological Survey,27S 31W 24CDC 03,37.678417,-100.664722,NAD83,2821.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,372728101005901,Kansas Geological Survey,30S 34W 11BBC 01,37.457791,-101.016459,NAD83,2982.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala-Dakota Formation,UNCONFINED
KSGS,373100099500501,Kansas Geological Survey,29S 23W 16DDB 01,37.516916,-99.834738,NAD83,2592.0,N100HGHPLN,High Plains aquifer,20,Kansas,57,Ford County,Ogallala Formation,UNCONFINED
KSGS,370421102015501,Kansas Geological Survey,34S 43W 19DBD 01,37.072615,-102.032043,NAD83,3488.0,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,374429100371801,Kansas Geological Survey,26S 30W 32DBD 01,37.74137,-100.621697,NAD83,2789.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,373358100311001,Kansas Geological Survey,28S 29W 32CCA 01,37.56468,-100.52275,NAD83,2745.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,373331101442101,Kansas Geological Survey,29S 40W 06BCC 01,37.55567,-101.74242,NAD83,3325.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala-Dakota,UNCONFINED
KSGS,374848100250302,Kansas Geological Survey,26S 28W 06DDB 02,37.813983,-100.41895,NAD83,2647.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,380057101181402,Kansas Geological Survey,23S 36W 32BBB 02,38.01621,-101.30342,NAD83,3234.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,372510101455601,Kansas Geological Survey,30S 41W 23DDB 01,37.4211,-101.766847,NAD83,3365.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala-Dakota Formation,UNCONFINED
KSGS,373954100253501,Kansas Geological Survey,27S 28W 30CDD 01,37.665143,-100.426176,NAD83,2741.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,380344101071302,Kansas Geological Survey,23S 35W 12CCC 02,38.061442,-101.121044,NAD83,3010.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,380135100475901,Kansas Geological Survey,23S 32W 26ACC 01,38.026352,-100.800336,NAD83,2915.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,375127101082601,Kansas Geological Survey,25S 35W 26BBB 01,37.85758,-101.1403,NAD83,2998.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,371909101413101,Kansas Geological Survey,31S 40W 29DCB 01,37.319364,-101.692139,NAD83,3326.0,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,373528099553501,Kansas Geological Survey,28S 24W 22CDA 01,37.591441,-99.93493,NAD83,2534.0,N100HGHPLN,High Plains aquifer,20,Kansas,57,Ford County,Ogallala Formation,UNCONFINED
KSGS,372906100072002,Kansas Geological Survey,29S 26W 36BBB 02,37.487889,-100.123595,NAD83,2533.0,N100HGHPLN,High Plains aquifer,20,Kansas,57,Ford County,Ogallala Formation,UNCONFINED
KSGS,375749101041801,Kansas Geological Survey,24S 34W 17DCA 01,37.963323,-101.071095,NAD83,2917.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,380842100512201,Kansas Geological Survey,22S 32W 17ACB 01,38.145078,-100.856208,NAD83,2873.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,380005100130401,Kansas Geological Survey,23S 26W 31CDD 01,38.00099,-100.218316,NAD83,2621.0,N100HGHPLN,High Plains aquifer,20,Kansas,83,Hodgeman County,Ogallala Formation,UNCONFINED
KSGS,373302101401701,Kansas Geological Survey,29S 40W 02CCB 02,37.550609,-101.671379,NAD83,3266.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala-Dakota Formation,UNCONFINED
KSGS,373415101503801,Kansas Geological Survey,28S 41W 31BDD 01,37.570901,-101.843834,NAD83,3410.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala-Dakota Formation,UNCONFINED
KSGS,374343100520802,Kansas Geological Survey,27S 32W 06BCC 01,37.730698,-100.870519,NAD83,2905.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,371314100333001,Kansas Geological Survey,32S 30W 35CBA 01,37.220596,-100.558471,NAD83,2730.0,N100HGHPLN,High Plains aquifer,20,Kansas,119,Meade County,Ogallala Formation,UNCONFINED
KSGS,380159100590401,Kansas Geological Survey,23S 33W 19DCC 01,38.032939,-100.984388,NAD83,2910.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,372700099575801,Kansas Geological Survey,30S 24W 08DBA 01,37.450081,-99.965919,NAD83,2533.0,N100HGHPLN,High Plains aquifer,20,Kansas,25,Clark County,Ogallala Formation,UNCONFINED
KSGS,370830101110601,Kansas Geological Survey,33S 36W 25CDD 01,37.141761,-101.184998,NAD83,3019.0,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,370651101493001,Kansas Geological Survey,34S 41W 06CCA 01,37.11409,-101.82565,NAD83,3396.52,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,372550101333802,Kansas Geological Survey,30S 39W 23BBB 02,37.431711,-101.561519,NAD83,3180.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala Formation,UNCONFINED
KSGS,372005102013801,Kansas Geological Survey,31S 43W 20CBC 01,37.334797,-102.027159,NAD83,3654.0,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,373940100464501,Kansas Geological Survey,27S 32W 36BBC 01,37.66118,-100.779042,NAD83,2905.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala-Dakota Formation,UNCONFINED
KSGS,371632100561101,Kansas Geological Survey,32S 33W 08C 01,37.275458,-100.936811,NAD83,2786.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala Formation,UNCONFINED
KSGS,374931100453502,Kansas Geological Survey,26S 31W 06BBB 02,37.827916,-100.760687,NAD83,2833.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,375548100391901,Kansas Geological Survey,24S 30W 31ABB 01,37.929925,-100.655289,NAD83,2871.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,375439101180101,Kansas Geological Survey,25S 36W 05BCA 01,37.91089,-101.30013,NAD83,3016.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,373406101002601,Kansas Geological Survey,28S 34W 35CBB 01,37.568855,-101.007771,NAD83,2978.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,370014101265101,Kansas Geological Survey,35S 38W 16ADD 01,37.004015,-101.447588,NAD83,3205.0,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,380245101071103,Kansas Geological Survey,23S 35W 24BBB 03,38.045752,-101.120089,NAD83,3005.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,371524100504202,Kansas Geological Survey,32S 32W 19BAB 02,37.256963,-100.845664,NAD83,2852.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala Formation,UNCONFINED
KSGS,375451100254402,Kansas Geological Survey,24S 28W 31DDD 02,37.914853,-100.430182,NAD83,2754.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,371615100463702,Kansas Geological Survey,32S 32W 14BBB 02,37.2712,-100.778535,NAD83,2830.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala-Dakota Formation,UNCONFINED
KSGS,380033101045102,Kansas Geological Survey,23S 34W 32BCC 02,38.011115,-101.084498,NAD83,2973.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,372707100432601,Kansas Geological Survey,30S 31W 09CBB 01,37.452591,-100.724178,NAD83,2850.24,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,375024100475101,Kansas Geological Survey,25S 32W 35ACA 01,37.840167,-100.797217,NAD83,2849.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,371641101254101,Kansas Geological Survey,32S 38W 11CBB 01,37.278774,-101.428936,NAD83,3175.0,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,374638101203801,Kansas Geological Survey,26S 37W 23BBC 01,37.775867,-101.340749,NAD83,3120.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,395949101531901,Kansas Geological Survey,35S 42W 16DCC 01,36.998025,-101.890075,NAD83,3636.0,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,380153101071303,Kansas Geological Survey,23S 35W 25BBB 03,38.031542,-101.121145,NAD83,3000.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,374136101020902,Kansas Geological Survey,27S 34W 16DDD 02,37.693003,-101.036047,NAD83,2995.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,375338101044001,Kansas Geological Survey,25S 34W 08CAB 01,37.893834,-101.07782,NAD83,2970.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,374826101541404,Kansas Geological Survey,26S 42W 10BBB 04,37.808712,-101.906455,NAD83,3406.0,N100HGHPLN,High Plains aquifer,20,Kansas,75,Hamilton County,Ogallala-Dakota Formation,UNCONFINED
KSGS,374519100480901,Kansas Geological Survey,26S 32W 27DAC 01,37.755361,-100.802495,NAD83,2876.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,374014100284601,Kansas Geological Survey,27S 29W 27CAA 01,37.671373,-100.483728,NAD83,2760.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,371026101020701,Kansas Geological Survey,33S 34W 17DCC 01,37.170645,-101.040043,NAD83,2914.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala Formation,UNCONFINED
KSGS,374240101410401,Kansas Geological Survey,27S 40W 10CAA 01,37.714619,-101.683007,NAD83,3223.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala Formation,UNCONFINED
KSGS,371237100455301,Kansas Geological Survey,33S 32W 02AAC 01,37.209601,-100.765435,NAD83,2790.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala Formation,UNCONFINED
KSGS,372957100291102,Kansas Geological Survey,29S 29W 27BCB 02,37.497994,-100.487519,NAD83,2737.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,373222100432601,Kansas Geological Survey,29S 31W 09CBB 01,37.538844,-100.725186,NAD83,2867.0,N100HGHPLN,High Plains aquifer,20,Kansas,81,Haskell County,Ogallala Formation,UNCONFINED
KSGS,371801101363101,Kansas Geological Survey,32S 39W 06BBB 01,37.301273,-101.610107,NAD83,3265.0,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,375732100363002,Kansas Geological Survey,24S 30W 15CCC 02,37.959971,-100.60963,NAD83,2846.0,N100HGHPLN,High Plains aquifer,20,Kansas,69,Gray County,Ogallala Formation,UNCONFINED
KSGS,372616101213801,Kansas Geological Survey,30S 37W 15CBB 01,37.437383,-101.360243,NAD83,3100.0,N100HGHPLN,High Plains aquifer,20,Kansas,67,Grant County,Ogallala-Dakota Formation,UNCONFINED
KSGS,380609100575201,Kansas Geological Survey,22S 33W 32ABC 01,38.10298,-100.965635,NAD83,2894.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,375257101144301,Kansas Geological Survey,25S 36W 14B 01,37.882669,-101.244848,NAD83,3040.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,373433101320202,Kansas Geological Survey,28S 39W 36ABB 02,37.575149,-101.534447,NAD83,3145.0,N100HGHPLN,High Plains aquifer,20,Kansas,187,Stanton County,Ogallala-Dakota Formation,UNCONFINED
KSGS,380054101263603,Kansas Geological Survey,23S 38W 36BAA 03,38.016875,-101.44282,NAD83,3323.0,N100HGHPLN,High Plains aquifer,20,Kansas,93,Kearny County,Ogallala Formation,UNCONFINED
KSGS,380333100442901,Kansas Geological Survey,23S 31W 17ABA 01,38.060951,-100.742033,NAD83,2900.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,370224101394603,Kansas Geological Survey,35S 40W 03BBB 03,37.039771,-101.663255,NAD83,3369.0,N100HGHPLN,High Plains aquifer,20,Kansas,129,Morton County,Ogallala Formation,UNCONFINED
KSGS,380056100554001,Kansas Geological Survey,23S 33W 34ABC 01,38.01487,-100.92944,NAD83,2895.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,374304100032202,Kansas Geological Survey,27S 25W 09ADB 01,37.71732,-100.05568,NAD83,2546.0,N100HGHPLN,High Plains aquifer,20,Kansas,57,Ford County,Ogallala Formation,UNCONFINED
KSGS,370037101300201,Kansas Geological Survey,35S 38W 07CCC 01,37.0103,-101.50061,NAD83,3264.5,N100HGHPLN,High Plains aquifer,20,Kansas,189,Stevens County,Ogallala Formation,UNCONFINED
KSGS,371907100481601,Kansas Geological Survey,31S 32W 28DCA 01,37.31915,-100.80714,NAD83,2854.0,N100HGHPLN,High Plains aquifer,20,Kansas,175,Seward County,Ogallala-Dakota,UNCONFINED
KSGS,380949100562902,Kansas Geological Survey,22S 33W 04DDCD 02,38.1637,-100.94136,NAD83,2897.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
KSGS,372422100274201,Kansas Geological Survey,32S 29W 22DCC 01,37.24221,-100.46177,NAD83,2690.0,N100HGHPLN,High Plains aquifer,20,Kansas,119,Meade County,Ogallala Formation,UNCONFINED
KSGS,375832100571002,Kansas Geological Survey,24S 33W 09CCD 02,37.974524,-100.954173,NAD83,2865.0,N100HGHPLN,High Plains aquifer,20,Kansas,55,Finney County,Ogallala Formation,UNCONFINED
CODWR,980,Colorado Division of Water Resources,NHP-KP-001,38.52939,-102.069242,NAD83,3936.61,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,968,Colorado Division of Water Resources,NHP-KP-002,38.426002,-102.154918,NAD83,3956.65,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,1107,Colorado Division of Water Resources,NHP-KP-020,38.400889,-102.308029,NAD83,4116.0,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,Ogallala,UNCONFINED
CODWR,1121,Colorado Division of Water Resources,NHP-KP-021,38.305151,-102.195289,NAD83,3952.0,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,Ogallala,UNCONFINED
CODWR,972,Colorado Division of Water Resources,NHP-KP-003,38.348392,-102.067599,NAD83,3842.79,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,978,Colorado Division of Water Resources,NHP-KP-018,38.325756,-102.315698,NAD83,4017.4,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,Ogallala aquifer,UNCONFINED
CODWR,49527,Colorado Division of Water Resources,NHP-KP-022,38.312539,-102.196308,NAD83,3960.0,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,150612,Colorado Division of Water Resources,NHP-KP-004,38.282823,-102.148803,NAD83,3863.0,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,150613,Colorado Division of Water Resources,NHP-KP-006,38.276013,-102.097111,NAD83,0.0,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,149905,Colorado Division of Water Resources,NHP-KP-019,38.335473,-102.207023,NAD83,3975.0,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,977,Colorado Division of Water Resources,NHP-KP-014,38.268508,-102.214105,NAD83,3884.59,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,979,Colorado Division of Water Resources,NHP-KP-017,38.279665,-102.301258,NAD83,3886.62,N100HGHPLN,High Plains aquifer,8,Colorado,61,Kiowa County,OGALLALA,UNCONFINED
CODWR,900,Colorado Division of Water Resources,NHP-PL-134,39.198058,-102.216035,NAD83,4177.71,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,803,Colorado Division of Water Resources,NHP-PL-022,39.399723,-102.062413,NAD83,3934.61,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,804,Colorado Division of Water Resources,NHP-PL-023,39.473058,-102.210758,NAD83,4006.67,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,806,Colorado Division of Water Resources,NHP-PL-025,39.458333,-102.196309,NAD83,3968.96,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,809,Colorado Division of Water Resources,NHP-PL-028,39.426672,-102.172698,NAD83,3999.62,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,149925,Colorado Division of Water Resources,NHP-PL-014,39.489341,-102.342788,NAD83,4010.0,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,810,Colorado Division of Water Resources,NHP-PL-029,39.399174,-102.202698,NAD83,4042.65,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,811,Colorado Division of Water Resources,NHP-PL-030,39.460002,-102.370205,NAD83,4106.94,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,874,Colorado Division of Water Resources,NHP-PL-100,39.242784,-102.196031,NAD83,4117.7,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,825,Colorado Division of Water Resources,NHP-PL-049,39.428048,-102.635759,NAD83,4256.02,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,Ogallala aquifer,UNCONFINED
CODWR,815,Colorado Division of Water Resources,NHP-PL-033,39.41639,-102.343262,NAD83,4108.58,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,1037,Colorado Division of Water Resources,NHP-PL-080,39.340558,-102.47326,NAD83,4250.12,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,1040,Colorado Division of Water Resources,NHP-PL-122,39.243611,-102.520203,NAD83,4347.88,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,902,Colorado Division of Water Resources,NHP-PL-137,39.173337,-102.14825,NAD83,4113.17,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,149922,Colorado Division of Water Resources,NHP-PL-109,39.27221,-102.32941,NAD83,4233.0,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,903,Colorado Division of Water Resources,NHP-PL-138,39.178897,-102.239918,NAD83,4187.73,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,886,Colorado Division of Water Resources,NHP-PL-116,39.243054,-102.440766,NAD83,4331.84,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,880,Colorado Division of Water Resources,NHP-PL-110,39.237229,-102.202137,NAD83,4128.01,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
CODWR,894,Colorado Division of Water Resources,NHP-PL-127,39.185989,-102.053974,NAD83,4002.62,N100HGHPLN,High Plains aquifer,8,Colorado,63,Kit Carson County,OGALLALA,UNCONFINED
