site,slope_MK,slope_LR,slope_MK m/20y,slope_LR m/20y,trend_MK,trend_LR,trend_comparison,elevation,aquifer,state,county,lat,long
#414413099440801,0.01999999999999999,0.02087218045112782,1.599999999999999,1.669774436090226,No trend,No trend,,765.66,High Plains aquifer,Nebraska,Custer County,41.72916938,-99.74567653
#414506098285901,0.05812500000000008,0.05733834586466158,4.650000000000007,4.587067669172927,No trend,Increasing,Different,623.93,High Plains aquifer,Nebraska,Wheeler County,41.75167674,-98.4834076
#415559098005201,0.04695507654393528,0.04537211557759575,3.756406123514823,3.62976924620766,Increasing,Increasing,,585.83,High Plains aquifer,Nebraska,Antelope County,41.93306391,-98.01478621
#415803098440901,-0.07833333333333344,-0.04815789473684211,-6.266666666666675,-3.852631578947369,No trend,Decreasing,Different,670.26,High Plains aquifer,Nebraska,Wheeler County,41.96750637,-98.73619715
#420500099244001,0.051875,0.04591228070175438,4.15,3.67298245614035,No trend,Increasing,Different,739.14,High Plains aquifer,Nebraska,Loup County,42.08333595,-99.41150123
#420530103104001,-0.2916666666666667,-0.2948421052631577,-23.33333333333334,-23.58736842105262,Decreasing,Decreasing,,1277.42,High Plains aquifer,Nebraska,Box Butte County,42.09163073,-103.1782613
#421210098402001,0.01189540335474975,0.01173450235141392,0.9516322683799803,0.9387601881131136,Increasing,No trend,Different,627.89,High Plains aquifer,Nebraska,Holt County,42.20278308,-98.67258671
#422150097402401,0.02588438735177867,0.02648956459087373,2.070750988142294,2.119165167269899,Increasing,Increasing,,510.84,High Plains aquifer,Nebraska,Pierce County,42.36522222,-97.67163889
#422849099521503,0.0443681318681319,0.05290390061066753,3.549450549450552,4.232312048853403,Increasing,Increasing,,786.38,High Plains aquifer,Nebraska,Brown County,42.48027688,-99.87123605
#423148098300601,0.01649413673984085,0.01536612599123788,1.319530939187268,1.22929007929903,Increasing,No trend,Different,594.97,High Plains aquifer,Nebraska,Holt County,42.53000197,-98.50202773
#423432100404001,0.02333333333333334,0.02954385964912281,1.866666666666667,2.363508771929824,Increasing,Increasing,,892.15,High Plains aquifer,Nebraska,Cherry County,42.57555823,-100.6781945
#423730098560001,0.02412988430389623,0.0184734807086941,1.930390744311699,1.477878456695528,Increasing,No trend,Different,633.98,High Plains aquifer,Nebraska,Holt County,42.6250019,-98.93370562
#1102,-0.2749999999999986,-0.3081940144478844,-21.99999999999989,-24.65552115583075,Decreasing,Decreasing,,927.51,High Plains aquifer,Oklahoma,Texas County,36.67440501,-101.367425
#1120,-0.2991176470588223,-0.3428872180451131,-23.92941176470579,-27.43097744360905,Decreasing,Decreasing,,913.79,High Plains aquifer,Oklahoma,Texas County,36.63703424,-101.3135304
#1135,-0.07297619047619042,-0.02911278195488718,-5.838095238095233,-2.329022556390974,No trend,Decreasing,Different,903.12,High Plains aquifer,Oklahoma,Texas County,36.64585631,-101.2775323
#1156,-0.09916666666666672,-0.03085714285714294,-7.933333333333338,-2.468571428571435,Decreasing,Decreasing,,864.72,High Plains aquifer,Oklahoma,Texas County,36.60964834,-101.1157675
#121,-0.005277777777778405,0.004736842105263114,-0.4222222222222724,0.3789473684210491,No trend,No trend,,857.71,High Plains aquifer,Oklahoma,Beaver County,36.53377533,-100.4975397
#1246,-0.4599999999999994,-0.4641729323308272,-36.79999999999995,-37.13383458646617,Decreasing,Decreasing,,941.53,High Plains aquifer,Oklahoma,Texas County,36.68570854,-101.43854
#1316,-0.7304166666666692,-0.7400075187969927,-58.43333333333354,-59.20060150375942,Decreasing,Decreasing,,983.89,High Plains aquifer,Oklahoma,Texas County,36.84210865,-101.5372319
#1354,-0.7676470588235292,-0.7597719298245612,-61.41176470588234,-60.78175438596489,Decreasing,Decreasing,,940.0,High Plains aquifer,Oklahoma,Texas County,36.78331439,-101.3925997
#1362,-0.9262499999999998,-0.9670676691729324,-74.09999999999998,-77.3654135338346,Decreasing,Decreasing,,941.22,High Plains aquifer,Oklahoma,Texas County,36.83655026,-101.3672204
#14,0.01281746031746042,0.001586466165413533,1.025396825396834,0.1269172932330827,Increasing,No trend,Different,897.33,High Plains aquifer,Oklahoma,Beaver County,36.53057043,-100.8552862
#1421,-0.2290000000000003,-0.2299699248120301,-18.32000000000002,-18.39759398496241,Decreasing,Decreasing,,898.86,High Plains aquifer,Oklahoma,Texas County,36.76913292,-101.2248741
#1536,-0.3523076923076922,-0.3572105263157895,-28.18461538461537,-28.57684210526316,Decreasing,Decreasing,,1064.36,High Plains aquifer,Oklahoma,Texas County,36.90675997,-101.7757732
#1584,-0.292470588235295,-0.273390977443609,-23.3976470588236,-21.87127819548872,Decreasing,Decreasing,,1004.32,High Plains aquifer,Oklahoma,Texas County,36.8559107,-101.5863186
#1623,-1.434374999999999,-1.42278947368421,-114.7499999999999,-113.8231578947368,Decreasing,Decreasing,,968.96,High Plains aquifer,Oklahoma,Texas County,36.87142713,-101.4869271
#1638,-1.090999999999999,-1.114105263157894,-87.27999999999994,-89.12842105263155,Decreasing,Decreasing,,955.55,High Plains aquifer,Oklahoma,Texas County,36.92840381,-101.3606227
#1675,-0.2242857142857143,-0.2376315789473684,-17.94285714285715,-19.01052631578948,Decreasing,Decreasing,,923.85,High Plains aquifer,Oklahoma,Texas County,36.8982582,-101.2504341
#1679,-0.3349999999999973,-0.3568245614035087,-26.79999999999978,-28.5459649122807,Decreasing,Decreasing,,911.05,High Plains aquifer,Oklahoma,Texas County,36.87551907,-101.2072882
#1721,-0.4555952380952379,-0.4674586466165414,-36.44761904761903,-37.39669172932331,Decreasing,Decreasing,,851.0,High Plains aquifer,Oklahoma,Texas County,36.88429019,-100.9471054
#1771,-1.039166666666667,-1.01696992481203,-83.13333333333333,-81.35759398496239,Decreasing,Decreasing,,1091.79,High Plains aquifer,Oklahoma,Texas County,36.95992108,-101.8477979
#1810,-0.2399999999999949,-0.2160000000000002,-19.19999999999959,-17.28000000000002,Decreasing,Decreasing,,1054.61,High Plains aquifer,Oklahoma,Texas County,36.93592932,-101.7395198
#2325,-0.07500000000000032,-0.0699248120300752,-6.000000000000025,-5.593984962406015,Decreasing,Decreasing,,1231.09,High Plains aquifer,Oklahoma,Cimarron County,36.78845104,-102.3740438
#23621,-0.05166666666666633,-0.04124060150375937,-4.133333333333306,-3.299248120300749,No trend,Decreasing,Different,728.78,High Plains aquifer,Oklahoma,Roger Mills County,35.81087905,-99.85057286
#2644,0.06420168067226885,0.06912781954887215,5.136134453781508,5.530225563909772,Increasing,Increasing,,588.57,High Plains aquifer,Oklahoma,Roger Mills County,35.57902713,-99.96649179
#30176,-0.02029411764705885,-0.01713533834586469,-1.623529411764708,-1.370827067669175,No trend,No trend,,671.78,High Plains aquifer,Oklahoma,Beaver County,36.97565179,-100.2742504
#32157,-0.4692307692307693,-0.4534778121775025,-37.53846153846155,-36.27822497420021,Decreasing,Decreasing,,1281.38,High Plains aquifer,Oklahoma,Cimarron County,36.59532581,-102.5764809
#3257,-0.2119999999999997,-0.2144912280701754,-16.95999999999998,-17.15929824561404,Decreasing,Decreasing,,910.44,High Plains aquifer,Oklahoma,Ellis County,36.3624803,-99.99704004
#3270,-0.07062500000000016,-0.06239097744360907,-5.650000000000013,-4.991278195488726,Decreasing,Decreasing,,0.0,High Plains aquifer,Oklahoma,Ellis County,36.46273715,-99.65699054
#3302,-0.01499999999999879,-0.01740350877192984,-1.199999999999903,-1.392280701754387,No trend,No trend,,0.0,High Plains aquifer,Oklahoma,Ellis County,36.44911932,-99.91291232
#3348,-0.125,-0.1096140350877192,-10.0,-8.769122807017538,Decreasing,Decreasing,,0.0,High Plains aquifer,Oklahoma,Ellis County,36.52111475,-99.99825612
#33768,-0.1851923076923078,-0.1873007518796992,-14.81538461538463,-14.98406015037594,Decreasing,Decreasing,,347.78,High Plains aquifer,Oklahoma,Texas County,36.58564342,-101.2803478
#33928,-0.4949999999999996,-0.5095187969924811,-39.59999999999997,-40.76150375939849,Decreasing,Decreasing,,926.59,High Plains aquifer,Oklahoma,Texas County,36.94939999,-101.2346239
#349,-0.3387500000000045,-0.7539360902255638,-27.10000000000036,-60.31488721804511,Decreasing,Decreasing,,748.89,High Plains aquifer,Oklahoma,Beaver County,36.59763728,-100.0443143
#356,-0.09000000000000163,-0.0809699248120301,-7.200000000000131,-6.477593984962407,Decreasing,Decreasing,,0.0,High Plains aquifer,Oklahoma,Beaver County,36.74571279,-100.9238588
#37420,-0.01454545454545456,-0.01259649122807016,-1.163636363636365,-1.007719298245613,No trend,No trend,,319.43,High Plains aquifer,Oklahoma,Roger Mills County,35.63198869,-99.99685482
#37863,-0.3599999999999999,-0.3703157894736842,-28.79999999999999,-29.62526315789474,Decreasing,Decreasing,,258.47,High Plains aquifer,Oklahoma,Beaver County,36.93766004,-100.7839448
#428,-0.1100000000000006,-0.3999774436090227,-8.800000000000045,-31.99819548872182,Decreasing,Decreasing,,783.95,High Plains aquifer,Oklahoma,Beaver County,36.68856915,-100.4236158
#45,-0.01709790209790195,-0.01992481203007503,-1.367832167832156,-1.593984962406002,No trend,No trend,,349.91,High Plains aquifer,Oklahoma,Beaver County,36.50041639,-100.6791006
#5385,-0.1328571428571429,-0.1274035087719298,-10.62857142857143,-10.19228070175438,Decreasing,Decreasing,,305.71,High Plains aquifer,Oklahoma,Woodward County,36.30844249,-99.32381965
#5600,-0.493846153846154,-0.4554561403508772,-39.50769230769232,-36.43649122807018,Decreasing,Decreasing,,0.0,High Plains aquifer,Oklahoma,Cimarron County,36.63222125,-102.2481488
#572,0.1029924242424246,0.3715789473684211,8.239393939393963,29.72631578947369,No trend,Increasing,Different,840.94,High Plains aquifer,Oklahoma,Beaver County,36.86343454,-100.9092283
#715,-0.2339338235294118,-0.05935338345864669,-18.71470588235294,-4.748270676691735,Decreasing,Decreasing,,846.43,High Plains aquifer,Oklahoma,Beaver County,36.96659626,-100.8372078
#871,-0.5086666666666664,-0.5177894736842106,-40.69333333333331,-41.42315789473685,Decreasing,Decreasing,,964.69,High Plains aquifer,Oklahoma,Texas County,36.54356262,-101.4917903
#90,0.0599999999999973,0.0623308270676691,4.799999999999784,4.986466165413528,Increasing,Increasing,,873.56,High Plains aquifer,Oklahoma,Beaver County,36.52792169,-100.6152896
#9034,0.00869747899159676,0.009360902255639202,0.6957983193277407,0.7488721804511361,No trend,No trend,,800.71,High Plains aquifer,Oklahoma,Beaver County,36.61734873,-100.3137857
#9036,-0.07392307692307741,-0.07206015037593978,-5.913846153846193,-5.764812030075182,Decreasing,Decreasing,,845.52,High Plains aquifer,Oklahoma,Beaver County,36.63258322,-100.6576899
#9869,-0.4550000000000018,-0.5185614035087718,-36.40000000000015,-41.48491228070174,Decreasing,Decreasing,,377.95,High Plains aquifer,Oklahoma,Woodward County,36.24303251,-99.50277893
#425956101424101,0.01133333333333324,0.007147572673888462,0.9066666666666592,0.571805813911077,No trend,No trend,,1004.93,High Plains aquifer,South Dakota,Bennett County,42.99889085,-101.7118124
#430010099580601,0.01840161064425772,0.02430634581950374,1.472128851540618,1.944507665560299,Increasing,No trend,Different,725.42,High Plains aquifer,South Dakota,Tripp County,43.0027834,-99.9687296
#430027102311801,-0.006635496975850208,-0.004652565879801125,-0.5308397580680166,-0.37220527038409,Decreasing,No trend,Different,1004.62,High Plains aquifer,South Dakota,Oglala Lakota County,43.0074859,-102.5221056
#430027102311806,-0.04024115769496206,-0.03639053235263184,-3.219292615596965,-2.911242588210547,Decreasing,Decreasing,,1004.62,High Plains aquifer,South Dakota,Oglala Lakota County,43.0074859,-102.5221056
#430037099535601,-0.002409109477124199,0.009121424055634588,-0.1927287581699359,0.7297139244507671,No trend,No trend,,697.38,High Plains aquifer,South Dakota,Tripp County,43.01028277,-99.89928404
#430128099520001,0.01821428571428577,0.02626062753036441,1.457142857142862,2.100850202429152,Increasing,Increasing,,686.71,High Plains aquifer,South Dakota,Tripp County,43.02444902,-99.86706129
#430129099201201,0.01788437499999996,0.01950015805278962,1.430749999999997,1.56001264422317,No trend,No trend,,675.74,High Plains aquifer,South Dakota,Gregory County,43.02472278,-99.33704785
#430133100061501,0.0440909090909092,0.04583282726045885,3.527272727272736,3.666626180836708,Increasing,Increasing,,740.66,High Plains aquifer,South Dakota,Tripp County,43.02583921,-100.104567
#430148100471001,0.00642916666666662,0.006610557926347393,0.5143333333333295,0.5288446341077915,Increasing,No trend,Different,884.83,High Plains aquifer,South Dakota,Todd County,43.03083973,-100.7868093
#430154100411801,0.02550724637681162,0.02344351065039324,2.04057971014493,1.875480852031459,Increasing,No trend,Different,853.44,High Plains aquifer,South Dakota,Todd County,43.03222878,-100.68875
#430159100531001,0.001602564102563995,0.0003639165481270791,0.1282051282051196,0.02911332385016633,No trend,No trend,,869.59,High Plains aquifer,South Dakota,Todd County,43.03138889,-100.8863889
#430226100445201,0.008893939393939343,0.00812648174490279,0.7115151515151474,0.6501185395922232,No trend,No trend,,867.16,High Plains aquifer,South Dakota,Todd County,43.04056188,-100.7481967
#430253101420701,-0.03350000000000009,-0.03173751686909582,-2.680000000000007,-2.539001349527666,Decreasing,Decreasing,,994.87,High Plains aquifer,South Dakota,Bennett County,43.05083437,-101.7023688
#430255101291801,0.02142156862745097,0.01949274172958384,1.713725490196078,1.559419338366707,No trend,No trend,,975.36,High Plains aquifer,South Dakota,Bennett County,43.04694779,-101.4857035
#430258100471401,-0.01705128205128198,-0.008893188854489177,-1.364102564102559,-0.7114551083591342,No trend,No trend,,879.35,High Plains aquifer,South Dakota,Todd County,43.04722848,-100.7870871
#430310098574401,0.03026041666666657,0.03837263376737059,2.420833333333325,3.069810701389648,Increasing,Increasing,,592.23,High Plains aquifer,South Dakota,Gregory County,43.0527753,-98.96259116
#430310100245501,0.02041929824561406,0.01875553184763712,1.633543859649125,1.50044254781097,Increasing,No trend,Different,798.58,High Plains aquifer,South Dakota,Todd County,43.05334,-100.4156861
#430405098563401,0.05016129032258063,0.05436772805193857,4.012903225806451,4.349418244155085,Increasing,Increasing,,588.26,High Plains aquifer,South Dakota,Gregory County,43.06805281,-98.94314604
#430520101260401,0.0217823529411765,0.02202584727584729,1.74258823529412,1.762067782067783,Increasing,No trend,Different,941.83,High Plains aquifer,South Dakota,Bennett County,43.08889155,-101.4348712
#430521101223401,0.02069711538461539,0.02325268125268126,1.655769230769231,1.860214500214501,Increasing,No trend,Different,936.04,High Plains aquifer,South Dakota,Bennett County,43.08944782,-101.3782051
#430604100445401,-0.04374686716791946,-0.04759483167377902,-3.499749373433557,-3.807586533902322,Decreasing,Decreasing,,880.87,High Plains aquifer,South Dakota,Todd County,43.10111691,-100.7487524
#430609100434201,-0.04058823529411765,-0.03909830883515095,-3.247058823529412,-3.127864706812076,Decreasing,Decreasing,,872.64,High Plains aquifer,South Dakota,Todd County,43.10361695,-100.7298629
#430610100481701,0.004532428355957853,0.004122214319582755,0.3625942684766282,0.3297771455666204,No trend,No trend,,888.8,High Plains aquifer,South Dakota,Todd County,43.10361111,-100.8063889
#430620101234501,0.138888888888889,0.1336334709322325,11.11111111111112,10.6906776745786,Increasing,Increasing,,932.69,High Plains aquifer,South Dakota,Bennett County,43.10389157,-101.3970939
#430638099520801,0.0668421052631579,0.05404537786774628,5.347368421052632,4.323630229419702,Increasing,Increasing,,684.58,High Plains aquifer,South Dakota,Tripp County,43.11055914,-99.86928359
#430642101455801,0.006874999999999992,-0.002394955684429371,0.5499999999999994,-0.1915964547543497,No trend,No trend,,975.06,High Plains aquifer,South Dakota,Bennett County,43.11166586,-101.7665365
#430701100363001,-0.0001515151515146907,-0.00213278293773641,-0.01212121212117526,-0.1706226350189128,No trend,No trend,,860.45,High Plains aquifer,South Dakota,Todd County,43.11805556,-100.61
#430706101391001,-0.02142857142857122,0.01937876135244557,-1.714285714285698,1.550300908195646,Decreasing,No trend,Different,962.86,High Plains aquifer,South Dakota,Bennett County,43.11833325,-101.6532036
#430715101444701,-0.03265625000000005,-0.02734060984060982,-2.612500000000004,-2.187248787248785,Decreasing,Decreasing,,975.06,High Plains aquifer,South Dakota,Bennett County,43.11888831,-101.7295921
#430748100455601,-0.02241360089186153,-0.0233479532163742,-1.793088071348923,-1.867836257309936,Decreasing,No trend,Different,886.66,High Plains aquifer,South Dakota,Todd County,43.12916667,-100.7675
#430748102154801,0.06375000000000064,0.1177975576195392,5.100000000000051,9.423804609563133,Increasing,Increasing,,1050.65,High Plains aquifer,South Dakota,Oglala Lakota County,43.12943475,-102.2648778
#430757101223801,0.009176788124156642,0.007576147576147592,0.7341430499325313,0.6060918060918074,No trend,No trend,,925.98,High Plains aquifer,South Dakota,Bennett County,43.1275022,-101.3776498
#430757101264701,0.04318111455108357,0.04263899613899613,3.454489164086686,3.411119691119691,Increasing,Increasing,,938.78,High Plains aquifer,South Dakota,Bennett County,43.11750161,-101.4468158
#430825101151801,0.01119047619047616,0.01316053908159172,0.8952380952380932,1.052843126527337,Increasing,No trend,Different,902.21,High Plains aquifer,South Dakota,Bennett County,43.14278112,-101.2554283
#430832101364701,0.005416666666667069,0.006774446511288683,0.4333333333333655,0.5419557209030946,Increasing,No trend,Different,972.01,High Plains aquifer,South Dakota,Bennett County,43.14277732,-101.6137597
#430835101295001,0.01196969696969702,0.01141718641718642,0.957575757575762,0.9133749133749135,Increasing,No trend,Different,913.79,High Plains aquifer,South Dakota,Bennett County,43.14277797,-101.4945936
#430835101554601,0.0319047619047619,0.02107588357588357,2.552380952380952,1.686070686070686,Increasing,No trend,Different,1000.96,High Plains aquifer,South Dakota,Bennett County,43.14332963,-101.930428
#430837101211901,-0.01101190476190481,-0.01076887601887603,-0.880952380952385,-0.8615100815100823,Decreasing,No trend,Different,909.83,High Plains aquifer,South Dakota,Bennett County,43.14305757,-101.3557055
#430839100373801,-0.0147896825396825,-0.01401019440493123,-1.1831746031746,-1.120815552394499,Decreasing,No trend,Different,854.96,High Plains aquifer,South Dakota,Todd County,43.14417245,-100.6295818
#430840100445601,-0.02459935897435877,-0.02754899636478582,-1.967948717948702,-2.203919709182865,Decreasing,Decreasing,,871.12,High Plains aquifer,South Dakota,Todd County,43.14361111,-100.7488889
#430840101213601,-0.01816666666666738,-0.0123962778568042,-1.45333333333339,-0.9917022285443361,No trend,No trend,,911.35,High Plains aquifer,South Dakota,Bennett County,43.14305757,-101.3559833
#430840101213602,0.02340909090909093,0.01499561403508781,1.872727272727275,1.199649122807025,No trend,No trend,,911.35,High Plains aquifer,South Dakota,Bennett County,43.1427798,-101.3554277
#430842100411301,-0.007499999999999914,-0.01382456140350875,-0.5999999999999931,-1.1059649122807,No trend,No trend,,844.3,High Plains aquifer,South Dakota,Todd County,43.14472783,-100.6890283
#430923099461001,0.04366666666666665,0.05185762483130905,3.493333333333332,4.148609986504724,Increasing,Increasing,,701.34,High Plains aquifer,South Dakota,Tripp County,43.15639127,-99.76983717
#430923101484301,-0.008484848484848465,0.0004719699456541492,-0.6787878787878772,0.03775759565233194,No trend,No trend,,994.56,High Plains aquifer,South Dakota,Bennett County,43.15777547,-101.8120934
#430924100460601,-0.02740143369175623,-0.0291451319740793,-2.192114695340499,-2.331610557926344,Decreasing,Decreasing,,874.17,High Plains aquifer,South Dakota,Todd County,43.1575,-100.7691667
#430925101272001,0.01079999999999998,0.007791516212568851,0.8639999999999987,0.6233212970055081,Increasing,No trend,Different,911.05,High Plains aquifer,South Dakota,Bennett County,43.15722248,-101.4551495
#430928101532401,0.08880952380952387,0.09006363949088408,7.10476190476191,7.205091159270727,Increasing,Increasing,,1001.88,High Plains aquifer,South Dakota,Bennett County,43.15777436,-101.8909833
#430932100390001,-0.004828431372549027,-0.008541765449660194,-0.3862745098039222,-0.6833412359728155,No trend,No trend,,844.91,High Plains aquifer,South Dakota,Todd County,43.15833894,-100.6498604
#430949101292701,0.009166666666666668,0.009710854579275632,0.7333333333333335,0.7768683663420506,Increasing,No trend,Different,912.88,High Plains aquifer,South Dakota,Bennett County,43.16361068,-101.4912606
#430959100444001,-0.03300595238095288,-0.03438754544017704,-2.64047619047623,-2.751003635214163,No trend,Decreasing,Different,878.43,High Plains aquifer,South Dakota,Todd County,43.15806087,-100.7484748
#431006099163801,0.02000000000000017,0.02460198052303313,1.600000000000013,1.96815844184265,No trend,No trend,,659.89,High Plains aquifer,South Dakota,Gregory County,43.16833307,-99.27760033
#431010101211801,0.01794117647058827,0.01614591311959732,1.435294117647061,1.291673049567786,No trend,No trend,,901.9,High Plains aquifer,South Dakota,Bennett County,43.17139002,-101.3565389
#431018101152001,-0.01298076923076918,-0.006986176459860681,-1.038461538461534,-0.5588941167888545,No trend,No trend,,913.79,High Plains aquifer,South Dakota,Bennett County,43.17166914,-101.2559837
#431018101212001,0.03214583333333333,0.02443298561719614,2.571666666666666,1.954638849375691,Increasing,No trend,Different,900.99,High Plains aquifer,South Dakota,Bennett County,43.17166783,-101.3537611
#431020100243501,0.01789034132171387,0.01638355460723882,1.431227305737109,1.310684368579105,Increasing,No trend,Different,771.14,High Plains aquifer,South Dakota,Todd County,43.17222811,-100.4101309
#431022101555001,0.05500000000000016,0.04826950432213589,4.400000000000013,3.861560345770871,Increasing,Increasing,,1014.07,High Plains aquifer,South Dakota,Bennett County,43.17277351,-101.9312619
#431101099211901,0.01252450980392155,0.01999358974358974,1.001960784313724,1.599487179487179,No trend,No trend,,659.28,High Plains aquifer,South Dakota,Gregory County,43.18361136,-99.35565867
#431109100445901,-0.05101282051282048,-0.0532242769084874,-4.081025641025638,-4.257942152678992,Decreasing,Decreasing,,869.29,High Plains aquifer,South Dakota,Todd County,43.18666667,-100.7497222
#431136101200901,0.06547619047619056,0.05924344384870702,5.238095238095245,4.739475507896562,Increasing,Increasing,,907.69,High Plains aquifer,South Dakota,Bennett County,43.19333407,-101.3362612
#431153099212201,0.01719551282051283,0.01722224828017511,1.375641025641026,1.377779862414009,Increasing,No trend,Different,655.32,High Plains aquifer,South Dakota,Gregory County,43.19805576,-99.35649195
#431156099472601,0.02887096774193548,0.02519871794871794,2.309677419354838,2.015897435897435,Increasing,Increasing,,719.94,High Plains aquifer,South Dakota,Tripp County,43.19889094,-99.79094864
#431156099521701,-0.01499999999999968,-0.005465755735492558,-1.199999999999974,-0.4372604588394046,No trend,No trend,,728.47,High Plains aquifer,South Dakota,Tripp County,43.19889144,-99.87178368
#431255101212001,0.01864583333333325,0.0151186307765255,1.49166666666666,1.20949046212204,No trend,No trend,,923.54,High Plains aquifer,South Dakota,Bennett County,43.21583311,-101.3559835
#431330099484501,0.01506666666666667,0.01498970985155196,1.205333333333333,1.199176788124156,Increasing,No trend,Different,710.79,High Plains aquifer,South Dakota,Tripp County,43.22500189,-99.81289352
#431334099520701,-0.05088235294117638,-0.04534429824561399,-4.07058823529411,-3.627543859649119,Decreasing,Decreasing,,730.91,High Plains aquifer,South Dakota,Tripp County,43.22611332,-99.86900586
#431430100195901,0.0003611111111111083,0.0007270428323059755,0.02888888888888867,0.05816342658447804,No trend,No trend,,756.82,High Plains aquifer,South Dakota,Todd County,43.24111663,-100.3323511
#431434099462401,0.03425438596491226,0.02876501349527666,2.740350877192981,2.301201079622133,Increasing,Increasing,,713.54,High Plains aquifer,South Dakota,Tripp County,43.24277923,-99.77372596
#431458101483001,-0.04399999999999978,-0.05353027175782617,-3.519999999999982,-4.282421740626094,Decreasing,Decreasing,,1022.6,High Plains aquifer,South Dakota,Bennett County,43.24944047,-101.8087617
#431530101264101,0.06895833333333334,0.06036979704162367,5.516666666666667,4.829583763329894,No trend,Increasing,Different,893.98,High Plains aquifer,South Dakota,Bennett County,43.25860885,-101.4301503
#431531101282701,0.06576388888888893,0.06749980243401295,5.261111111111115,5.399984194721036,Increasing,Increasing,,896.11,High Plains aquifer,South Dakota,Bennett County,43.25860823,-101.4745948
#431608100051101,0.008333333333333328,0.009340587044534415,0.6666666666666663,0.7472469635627532,No trend,No trend,,740.66,High Plains aquifer,South Dakota,Tripp County,43.26889209,-100.0867893
#431703099502901,0.007199999999999989,0.006712550607287451,0.5759999999999991,0.5370040485829961,No trend,No trend,,669.95,High Plains aquifer,South Dakota,Tripp County,43.2841679,-99.84178333
#431714099510501,0.03545454545454547,0.0337619770580297,2.836363636363637,2.700958164642376,Increasing,Increasing,,680.01,High Plains aquifer,South Dakota,Tripp County,43.28722345,-99.85178361
#431958101582101,0.002299679487179599,0.0003682629998419677,0.1839743589743679,0.02946103998735742,No trend,No trend,,1041.81,High Plains aquifer,South Dakota,Bennett County,43.33360669,-101.9745965
#432038101223501,0.01273958333333356,0.01270566619250833,1.019166666666685,1.016453295400667,No trend,No trend,,859.54,High Plains aquifer,South Dakota,Bennett County,43.34555444,-101.3765376
#432310101045501,0.1541666666666666,0.1503310973512212,12.33333333333333,12.0264877880977,Increasing,Increasing,,795.53,High Plains aquifer,South Dakota,Todd County,43.38889056,-101.0784803
#432411101080701,-0.003801282051282055,-0.007498221906116645,-0.3041025641025644,-0.5998577524893316,No trend,No trend,,804.67,High Plains aquifer,South Dakota,Mellette County,43.40333452,-101.1373691
#432554101065601,0.0778436147186147,0.07153330962541489,6.227489177489176,5.722664770033191,Increasing,Increasing,,785.16,High Plains aquifer,South Dakota,Mellette County,43.4325011,-101.1179242
#432740101223501,-0.001481481481481417,0.006228070175438557,-0.1185185185185134,0.4982456140350846,No trend,No trend,,795.83,High Plains aquifer,South Dakota,Jackson County,43.46222166,-101.3757023
#433020101394201,0.06187499999999968,0.06611713106295138,4.949999999999974,5.28937048503611,Increasing,Increasing,,870.2,High Plains aquifer,South Dakota,Jackson County,43.50555482,-101.6620914
#433100102002101,0.06999999999999998,0.06899967824967826,5.599999999999998,5.51997425997426,Increasing,Increasing,,893.06,High Plains aquifer,South Dakota,Jackson County,43.51555436,-102.0062623
#1004901,-0.06111111111111181,-0.06230646514494403,-4.888888888888944,-4.984517211595523,Decreasing,Decreasing,,1203.05,High Plains aquifer,Texas,Deaf Smith County,34.895555,-102.527777
#1005905,-0.7233333333333329,-0.739894736842105,-57.86666666666663,-59.19157894736841,Decreasing,Decreasing,,1176.83,High Plains aquifer,Texas,Deaf Smith County,34.9,-102.407223
#1012504,-0.74333333333333,-0.7465428276573788,-59.4666666666664,-59.7234262125903,Decreasing,Decreasing,,1198.47,High Plains aquifer,Texas,Deaf Smith County,34.82,-102.546667
#1013305,-0.6299999999999955,-0.5946491228070179,-50.39999999999964,-47.57192982456143,Decreasing,Decreasing,,1168.6,High Plains aquifer,Texas,Deaf Smith County,34.87,-102.404445
#1013307,-0.6933333333333351,-0.6777708978328174,-55.46666666666681,-54.2216718266254,Decreasing,Decreasing,,1167.38,High Plains aquifer,Texas,Deaf Smith County,34.8475,-102.404445
#1013404,-0.3860000000000004,-0.3888028895768836,-30.88000000000003,-31.10423116615069,Decreasing,Decreasing,,1182.01,High Plains aquifer,Texas,Deaf Smith County,34.79,-102.471667
#1017501,-0.07857142857142918,-0.07994736842105267,-6.285714285714334,-6.395789473684213,Decreasing,Decreasing,,1314.3,High Plains aquifer,Texas,Parmer County,34.71,-102.949167
#1017602,-0.1362499999999995,-0.1353684210526315,-10.89999999999996,-10.82947368421052,Decreasing,Decreasing,,1268.58,High Plains aquifer,Texas,Parmer County,34.68,-102.896945
#1018302,0.1074999999999999,0.1123839009287925,8.599999999999994,8.990712074303403,Increasing,Increasing,,1241.45,High Plains aquifer,Texas,Parmer County,34.745,-102.761112
#1018701,0.046875,0.07070175438596493,3.75,5.656140350877195,Increasing,Increasing,,1251.81,High Plains aquifer,Texas,Parmer County,34.65,-102.855001
#1019202,-0.2453846153846152,-0.2695252837977296,-19.63076923076922,-21.56202270381837,Decreasing,Decreasing,,1239.62,High Plains aquifer,Texas,Parmer County,34.728889,-102.688611
#1019602,-0.4438461538461546,-0.4688648090815275,-35.50769230769237,-37.5091847265222,Decreasing,Decreasing,,1224.99,High Plains aquifer,Texas,Parmer County,34.685,-102.663056
