site,slope_MK,slope_LR,slope_MK m/20y,slope_LR m/20y,trend_MK,trend_LR,trend_comparison,elevation,aquifer,state,county,lat,long
#2707301,-0.3540789473684207,-0.3255488721804512,-28.32631578947366,-26.0439097744361,Decreasing,Decreasing,,957.38,High Plains aquifer,Texas,Terry County,32.972222,-102.147222
#2707401,-0.2170000000000002,-0.2427017543859649,-17.36000000000001,-19.41614035087719,Decreasing,Decreasing,,954.63,High Plains aquifer,Texas,Gaines County,32.95,-102.213889
#2707404,0.01800000000000015,6.76691729322586e-05,1.440000000000012,0.005413533834580688,No trend,No trend,,963.47,High Plains aquifer,Texas,Gaines County,32.929444,-102.243334
#2707501,-1.147916666666667,-0.7891911764705882,-91.83333333333334,-63.13529411764706,Decreasing,Decreasing,,959.82,High Plains aquifer,Texas,Dawson County,32.9452778,-102.1872222
#2707801,-0.30875,-0.2564705882352941,-24.7,-20.51764705882353,Decreasing,Decreasing,,954.94,High Plains aquifer,Texas,Dawson County,32.9122222,-102.1944444
#2707901,-0.5833333333333333,-0.5840441176470588,-46.66666666666666,-46.7235294117647,Decreasing,Decreasing,,947.62,High Plains aquifer,Texas,Dawson County,32.9158333,-102.1558333
#2708203,-0.1399999999999998,-0.151,-11.19999999999999,-12.08,Decreasing,Decreasing,,954.94,High Plains aquifer,Texas,Terry County,32.963612,-102.081944
#2708301,-0.078125,-0.05280701754385968,-6.25,-4.224561403508774,No trend,Decreasing,Different,940.0,High Plains aquifer,Texas,Lynn County,32.963334,-102.0325
#2708302,0.06250000000000015,0.05583333333333336,5.000000000000012,4.466666666666669,No trend,Increasing,Different,943.66,High Plains aquifer,Texas,Lynn County,32.991945,-102.032778
#2708405,-0.1733333333333344,-0.1919393939393938,-13.86666666666675,-15.35515151515151,No trend,Decreasing,Different,950.98,High Plains aquifer,Texas,Dawson County,32.93,-102.1177778
#2708503,-0.2633333333333336,-0.2836635706914345,-21.06666666666669,-22.69308565531476,Decreasing,Decreasing,,941.83,High Plains aquifer,Texas,Dawson County,32.94,-102.06
#2708505,-0.3284615384615382,-0.3351470588235294,-26.27692307692305,-26.81176470588235,Decreasing,Decreasing,,942.75,High Plains aquifer,Texas,Dawson County,32.917222,-102.072778
#2708602,-0.1048611111111112,-0.07865196078431373,-8.388888888888895,-6.292156862745099,No trend,Decreasing,Different,932.69,High Plains aquifer,Texas,Dawson County,32.9366667,-102.0133333
#2708701,-0.841666666666665,-0.8113725490196079,-67.3333333333332,-64.90980392156862,Decreasing,Decreasing,,944.27,High Plains aquifer,Texas,Dawson County,32.8886111,-102.0958333
#2708801,-0.464316239316239,-0.4674019607843137,-37.14529914529912,-37.3921568627451,Decreasing,Decreasing,,940.92,High Plains aquifer,Texas,Dawson County,32.8816667,-102.0580556
#2709109,-0.145634920634921,-0.1463636363636364,-11.65079365079368,-11.70909090909092,Decreasing,Decreasing,,1104.6,High Plains aquifer,Texas,Gaines County,32.857223,-102.991945
#2709205,-0.08090909090909096,-0.1020526315789474,-6.472727272727276,-8.16421052631579,No trend,Decreasing,Different,1091.79,High Plains aquifer,Texas,Gaines County,32.8760111,-102.9375222
#2709601,-0.2943571428571429,-0.2903823529411764,-23.54857142857143,-23.23058823529411,Decreasing,Decreasing,,1074.72,High Plains aquifer,Texas,Gaines County,32.831111,-102.893889
#2709702,-1.005999999999999,-1.051385964912281,-80.4799999999999,-84.11087719298244,Decreasing,Decreasing,,1089.66,High Plains aquifer,Texas,Gaines County,32.770278,-102.996389
#2709812,-0.5741118421052627,-0.6298701298701299,-45.92894736842101,-50.3896103896104,Decreasing,Decreasing,,1078.69,High Plains aquifer,Texas,Gaines County,32.763612,-102.953889
#2709902,-0.7275000000000003,-0.7047142857142857,-58.20000000000002,-56.37714285714286,Decreasing,Decreasing,,1064.97,High Plains aquifer,Texas,Gaines County,32.758056,-102.902223
#2709903,-0.3053349282296651,-0.3092337662337662,-24.42679425837321,-24.73870129870129,Decreasing,Decreasing,,1066.19,High Plains aquifer,Texas,Gaines County,32.785,-102.910834
#2710109,-1.1075,-1.208472652218783,-88.6,-96.6778121775026,Decreasing,Decreasing,,1069.54,High Plains aquifer,Texas,Gaines County,32.838611,-102.846667
#2710522,-0.3209999999999997,-0.3409220779220779,-25.67999999999998,-27.27376623376623,Decreasing,Decreasing,,1047.9,High Plains aquifer,Texas,Gaines County,32.806389,-102.793889
#2710715,-0.3300000000000054,-0.3300000000000054,-26.40000000000043,-26.40000000000043,No trend,Decreasing,Different,1056.74,High Plains aquifer,Texas,Gaines County,32.7557889,-102.8450417
#2711109,-0.04291228070175453,-0.06000000000000011,-3.432982456140362,-4.800000000000009,No trend,Decreasing,Different,1044.85,High Plains aquifer,Texas,Gaines County,32.860278,-102.725833
#2711413,-0.2192857142857143,-0.2109999999999999,-17.54285714285714,-16.88,Decreasing,Decreasing,,1039.98,High Plains aquifer,Texas,Gaines County,32.809723,-102.729167
#2711507,-0.06452380952380979,-0.06853383458646617,-5.161904761904783,-5.482706766917294,No trend,Decreasing,Different,1034.8,High Plains aquifer,Texas,Gaines County,32.805834,-102.674444
#2711602,-0.2149999999999999,-0.2328721804511278,-17.19999999999999,-18.62977443609023,Decreasing,Decreasing,,1023.52,High Plains aquifer,Texas,Gaines County,32.807501,-102.638889
#2711701,-0.2307142857142855,-0.2752117447769621,-18.45714285714284,-22.01693958215697,Decreasing,Decreasing,,1035.71,High Plains aquifer,Texas,Gaines County,32.783055,-102.709445
#2711707,-0.3995454545454543,-0.4052987012987014,-31.96363636363635,-32.42389610389611,Decreasing,Decreasing,,1029.31,High Plains aquifer,Texas,Gaines County,32.758334,-102.747222
#2711916,-0.258538961038961,-0.3179699248120302,-20.68311688311688,-25.43759398496242,Decreasing,Decreasing,,1013.46,High Plains aquifer,Texas,Gaines County,32.759723,-102.640834
#2712105,-0.25,-0.2478181818181818,-20.0,-19.82545454545455,Decreasing,Decreasing,,1024.43,High Plains aquifer,Texas,Gaines County,32.856389,-102.623333
#2712201,-0.155857142857143,-0.1600827067669172,-12.46857142857144,-12.80661654135338,Decreasing,Decreasing,,1007.67,High Plains aquifer,Texas,Gaines County,32.85,-102.549722
#2712212,-0.1208333333333334,-0.1333984962406016,-9.66666666666667,-10.67187969924813,Decreasing,Decreasing,,1011.63,High Plains aquifer,Texas,Gaines County,32.849445,-102.571944
#2712315,-0.2204166666666669,-0.2280259740259739,-17.63333333333335,-18.24207792207791,Decreasing,Decreasing,,1002.79,High Plains aquifer,Texas,Gaines County,32.842778,-102.524722
#2712501,-0.3691666666666668,-0.3660075187969925,-29.53333333333334,-29.2806015037594,Decreasing,Decreasing,,1010.11,High Plains aquifer,Texas,Gaines County,32.801667,-102.579167
#2712605,-0.275625,-0.2885864661654134,-22.05,-23.08691729323307,Decreasing,Decreasing,,989.08,High Plains aquifer,Texas,Gaines County,32.801112,-102.511389
#2712606,-0.1515624999999998,-0.1995974025974025,-12.12499999999999,-15.9677922077922,Decreasing,Decreasing,,987.55,High Plains aquifer,Texas,Gaines County,32.793889,-102.501945
#2712714,-1.259538461538462,-1.339132352941177,-100.7630769230769,-107.1305882352941,Decreasing,Decreasing,,1003.71,High Plains aquifer,Texas,Gaines County,32.766667,-102.603056
#2712908,-0.4521428571428573,-0.3970389610389611,-36.17142857142859,-31.76311688311689,Decreasing,Decreasing,,995.78,High Plains aquifer,Texas,Gaines County,32.77,-102.5371167
#2713608,0.03239898989898988,0.03419480519480522,2.59191919191919,2.735584415584417,No trend,Increasing,Different,962.25,High Plains aquifer,Texas,Gaines County,32.803889,-102.382222
#2713711,-0.4827205882352942,-0.4873506493506495,-38.61764705882354,-38.98805194805196,Decreasing,Decreasing,,976.88,High Plains aquifer,Texas,Gaines County,32.786111,-102.4675
#2713802,-0.175416666666667,-0.1672857142857143,-14.03333333333336,-13.38285714285714,Decreasing,Decreasing,,972.92,High Plains aquifer,Texas,Gaines County,32.791389,-102.416667
#2713803,0.008571428571428388,0.09043859649122804,0.6857142857142711,7.235087719298243,No trend,Increasing,Different,972.92,High Plains aquifer,Texas,Gaines County,32.776944,-102.424722
#2714114,-0.02148351648351642,-0.02167669172932333,-1.718681318681314,-1.734135338345866,No trend,No trend,,962.86,High Plains aquifer,Texas,Gaines County,32.857501,-102.363889
#2714202,-0.1390873015873016,-0.1469220779220779,-11.12698412698413,-11.75376623376623,Decreasing,Decreasing,,961.64,High Plains aquifer,Texas,Gaines County,32.8425,-102.324167
#2714304,0.03243506493506489,0.03580451127819546,2.594805194805191,2.864360902255636,No trend,Increasing,Different,941.83,High Plains aquifer,Texas,Gaines County,32.858334,-102.260834
#2714703,-0.0380357142857143,-0.03570129870129869,-3.042857142857144,-2.856103896103895,No trend,Decreasing,Different,954.63,High Plains aquifer,Texas,Gaines County,32.765001,-102.348889
#2715201,-0.3620833333333331,-0.3491176470588235,-28.96666666666665,-27.92941176470588,Decreasing,Decreasing,,952.2,High Plains aquifer,Texas,Dawson County,32.8569444,-102.1683333
#2715204,-0.05162698412698419,-0.06006766917293228,-4.130158730158735,-4.805413533834582,Decreasing,Decreasing,,946.71,High Plains aquifer,Texas,Gaines County,32.8475306,-102.2093806
#2716201,-0.6396874999999997,-0.6412745098039214,-51.17499999999998,-51.30196078431371,Decreasing,Decreasing,,932.38,High Plains aquifer,Texas,Dawson County,32.8544444,-102.0447222
#2716202,-0.5458333333333334,-0.5459999999999999,-43.66666666666667,-43.67999999999999,Decreasing,Decreasing,,937.26,High Plains aquifer,Texas,Dawson County,32.8513889,-102.0783333
#2716204,-0.5706250000000004,-0.5645294117647061,-45.65000000000003,-45.16235294117649,Decreasing,Decreasing,,936.35,High Plains aquifer,Texas,Dawson County,32.8722222,-102.0658333
#2716205,-0.7758333333333334,-0.752,-62.06666666666667,-60.16,Decreasing,Decreasing,,928.42,High Plains aquifer,Texas,Dawson County,32.8430556,-102.0436111
#2716605,-0.551952380952381,-0.5448039215686276,-44.15619047619047,-43.5843137254902,Decreasing,Decreasing,,928.42,High Plains aquifer,Texas,Dawson County,32.8258333,-102.0277778
#2716611,-0.3100000000000008,-0.2214065934065934,-24.80000000000007,-17.71252747252747,Decreasing,Decreasing,,928.12,High Plains aquifer,Texas,Dawson County,32.83,-102.0263889
#2716702,-0.1045833333333333,-0.1005392156862745,-8.366666666666662,-8.043137254901959,Decreasing,Decreasing,,922.02,High Plains aquifer,Texas,Dawson County,32.7738889,-102.0919444
#2716802,-0.1060000000000002,-0.09854545454545446,-8.480000000000018,-7.883636363636358,No trend,Decreasing,Different,923.54,High Plains aquifer,Texas,Dawson County,32.791389,-102.048889
#2716803,0.02999999999999995,0.01381818181818176,2.399999999999996,1.105454545454541,No trend,No trend,,918.97,High Plains aquifer,Texas,Dawson County,32.79,-102.0463889
#2717101,-1.081071428571429,-1.104974025974026,-86.4857142857143,-88.39792207792212,Decreasing,Decreasing,,1078.38,High Plains aquifer,Texas,Gaines County,32.730555,-102.9925
#2717416,-0.3312499999999998,-0.3833157894736843,-26.49999999999999,-30.66526315789474,Decreasing,Decreasing,,1077.77,High Plains aquifer,Texas,Gaines County,32.674167,-102.995278
#2717505,-0.02095833333333329,-0.01409090909090916,-1.676666666666664,-1.127272727272733,No trend,No trend,,1065.89,High Plains aquifer,Texas,Gaines County,32.679722,-102.945278
#2717604,-1.482727272727273,-1.614019607843137,-118.6181818181819,-129.121568627451,Decreasing,Decreasing,,1050.04,High Plains aquifer,Texas,Gaines County,32.700278,-102.876111
#2717901,-0.1592058823529414,-0.1775844155844155,-12.73647058823531,-14.20675324675324,Decreasing,Decreasing,,1056.44,High Plains aquifer,Texas,Gaines County,32.663612,-102.910556
#2717917,-0.5015705128205128,-0.5079398496240601,-40.12564102564102,-40.63518796992481,Decreasing,Decreasing,,1045.16,High Plains aquifer,Texas,Gaines County,32.627222,-102.903889
#2718134,-0.6322500000000005,-0.6368571428571429,-50.58000000000004,-50.94857142857143,Decreasing,Decreasing,,1046.38,High Plains aquifer,Texas,Gaines County,32.724722,-102.838056
#2718410,-1.387,-1.411122807017544,-110.96,-112.8898245614035,Decreasing,Decreasing,,1049.12,High Plains aquifer,Texas,Gaines County,32.6744333,-102.8650083
#2718514,-0.5969230769230768,-0.6250257997936014,-47.75384615384614,-50.00206398348811,Decreasing,Decreasing,,1033.27,High Plains aquifer,Texas,Gaines County,32.671111,-102.807223
#2718520,-0.4922222222222233,-0.5020389610389611,-39.37777777777787,-40.16311688311688,Decreasing,Decreasing,,1035.71,High Plains aquifer,Texas,Gaines County,32.692778,-102.794445
#2718611,-0.59375,-0.592157894736842,-47.5,-47.37263157894736,Decreasing,Decreasing,,1029.0,High Plains aquifer,Texas,Gaines County,32.700278,-102.777778
#2718710,-0.455000000000001,-0.4531578947368421,-36.40000000000008,-36.25263157894737,Decreasing,Decreasing,,1038.76,High Plains aquifer,Texas,Gaines County,32.637222,-102.846389
#2718903,-0.2450000000000001,-0.2695037593984962,-19.60000000000001,-21.5603007518797,Decreasing,Decreasing,,1023.82,High Plains aquifer,Texas,Gaines County,32.6305556,-102.7877778
#2719426,-0.7975694444444441,-0.8196233766233768,-63.80555555555553,-65.56987012987014,Decreasing,Decreasing,,1020.17,High Plains aquifer,Texas,Gaines County,32.681667,-102.7425
#2719514,-0.2056060606060606,-0.2097532467532466,-16.44848484848485,-16.78025974025973,Decreasing,Decreasing,,1021.08,High Plains aquifer,Texas,Gaines County,32.696667,-102.690834
#2719601,-0.06118055555555551,-0.06396240601503761,-4.89444444444444,-5.116992481203009,Decreasing,Decreasing,,998.52,High Plains aquifer,Texas,Gaines County,32.694167,-102.637778
#2719604,-0.7490000000000002,-0.7579548872180452,-59.92000000000002,-60.63639097744361,Decreasing,Decreasing,,1000.96,High Plains aquifer,Texas,Gaines County,32.681944,-102.653889
#2719714,-0.1648484848484852,-0.04210389610389609,-13.18787878787882,-3.368311688311687,No trend,Decreasing,Different,1014.98,High Plains aquifer,Texas,Gaines County,32.6343667,-102.7387972
#2719804,-0.2912698412698411,-0.286948051948052,-23.30158730158729,-22.95584415584415,Decreasing,Decreasing,,1004.32,High Plains aquifer,Texas,Gaines County,32.629444,-102.688611
#2720109,-0.3013450292397661,-0.3266623376623377,-24.10760233918129,-26.13298701298702,Decreasing,Decreasing,,993.95,High Plains aquifer,Texas,Gaines County,32.726111,-102.605834
#2720305,-0.117008547008547,-0.09618796992481204,-9.36068376068376,-7.695037593984964,Decreasing,Decreasing,,983.89,High Plains aquifer,Texas,Gaines County,32.710556,-102.530833
#2720504,-0.2733333333333333,-0.2738496240601504,-21.86666666666667,-21.90796992481203,Decreasing,Decreasing,,986.03,High Plains aquifer,Texas,Gaines County,32.707223,-102.570833
#2720505,-0.216060606060606,-0.2098345864661654,-17.28484848484848,-16.78676691729324,Decreasing,Decreasing,,984.81,High Plains aquifer,Texas,Gaines County,32.693334,-102.548334
#2720803,-0.01166666666666652,-0.1103506493506494,-0.9333333333333214,-8.828051948051952,No trend,Decreasing,Different,981.76,High Plains aquifer,Texas,Gaines County,32.6325,-102.550278
#2721101,-0.1706250000000001,-0.1940779220779221,-13.65000000000001,-15.52623376623377,Decreasing,Decreasing,,973.23,High Plains aquifer,Texas,Gaines County,32.743889,-102.481111
#2721127,-0.1024999999999997,-0.1086842105263158,-8.199999999999978,-8.69473684210526,Decreasing,Decreasing,,968.65,High Plains aquifer,Texas,Gaines County,32.725555,-102.466389
#2721301,0.000656108597285054,0.01293609022556391,0.05248868778280431,1.034887218045113,No trend,No trend,,961.64,High Plains aquifer,Texas,Gaines County,32.711945,-102.415834
#2721401,-0.4184615384615386,-0.409438596491228,-33.47692307692309,-32.75508771929825,Decreasing,Decreasing,,969.26,High Plains aquifer,Texas,Gaines County,32.681389,-102.469722
#2722204,-0.06249999999999985,-0.06409022556390978,-4.999999999999988,-5.127218045112782,No trend,Decreasing,Different,944.88,High Plains aquifer,Texas,Gaines County,32.741111,-102.305834
#2722406,0.1090833333333333,0.1246240601503759,8.726666666666665,9.969924812030074,Increasing,Increasing,,946.4,High Plains aquifer,Texas,Gaines County,32.7055833,-102.3489917
#2722603,-0.02499999999999993,0.02266233766233764,-1.999999999999994,1.812987012987012,No trend,No trend,,944.88,High Plains aquifer,Texas,Gaines County,32.6960694,-102.2694306
#2722701,-0.3831249999999999,-0.4169556243550052,-30.65,-33.35644994840042,Decreasing,Decreasing,,948.23,High Plains aquifer,Texas,Gaines County,32.639445,-102.372222
#2722902,0.146,0.1319607843137255,11.68,10.55686274509804,Increasing,Increasing,,922.32,High Plains aquifer,Texas,Gaines County,32.651112,-102.271667
#2723403,0.07211764705882355,0.06878195488721806,5.769411764705884,5.502556390977444,No trend,Increasing,Different,918.97,High Plains aquifer,Texas,Gaines County,32.6770361,-102.2213528
#2724101,0.1297979797979798,0.124828431372549,10.38383838383839,9.986274509803922,Increasing,Increasing,,914.4,High Plains aquifer,Texas,Dawson County,32.7097222,-102.1022222
#2724202,0.323030303030303,0.3242892156862744,25.84242424242424,25.94313725490196,Increasing,Increasing,,916.84,High Plains aquifer,Texas,Dawson County,32.7311111,-102.0702778
#2724703,0.1529166666666667,0.1560294117647059,12.23333333333334,12.48235294117647,Increasing,Increasing,,902.82,High Plains aquifer,Texas,Dawson County,32.6655556,-102.095
#2724704,-0.1388141025641026,-0.1525490196078431,-11.10512820512821,-12.20392156862745,Decreasing,Decreasing,,907.69,High Plains aquifer,Texas,Dawson County,32.6280556,-102.0880556
#2724902,0.3300000000000001,0.2967142857142858,26.40000000000001,23.73714285714286,Increasing,Increasing,,899.16,High Plains aquifer,Texas,Dawson County,32.663056,-102.040556
#2724904,0.2170000000000004,0.2217892156862745,17.36000000000003,17.74313725490196,Increasing,Increasing,,905.26,High Plains aquifer,Texas,Dawson County,32.6461111,-102.0377778
#2725102,-0.1746666666666665,-0.1580526315789473,-13.97333333333332,-12.64421052631578,Decreasing,Decreasing,,1067.1,High Plains aquifer,Texas,Gaines County,32.6,-102.9972972
#2725208,-0.223166666666667,-0.2273909774436089,-17.85333333333336,-18.19127819548872,Decreasing,Decreasing,,1048.21,High Plains aquifer,Texas,Gaines County,32.5841667,-102.9391667
#2725603,-0.1994561403508774,-0.197827067669173,-15.95649122807019,-15.82616541353384,Decreasing,Decreasing,,1043.64,High Plains aquifer,Texas,Gaines County,32.579722,-102.895556
#2726107,-0.2300000000000001,-0.2870225563909775,-18.40000000000001,-22.9618045112782,Decreasing,Decreasing,,1031.44,High Plains aquifer,Texas,Gaines County,32.5931833,-102.8417333
#2726203,-0.1935416666666666,-0.2297792207792207,-15.48333333333333,-18.38233766233766,Decreasing,Decreasing,,1021.08,High Plains aquifer,Texas,Gaines County,32.602778,-102.801112
#2726403,-0.08620879120879121,-0.2183984962406016,-6.896703296703297,-17.47187969924813,No trend,Decreasing,Different,1027.18,High Plains aquifer,Texas,Gaines County,32.564167,-102.8425
#2726517,-0.3599999999999994,-0.473877192982456,-28.79999999999995,-37.91017543859648,Decreasing,Decreasing,,1022.3,High Plains aquifer,Texas,Gaines County,32.553889,-102.796667
#2726702,-0.03436507936507873,-0.004714285714285706,-2.749206349206299,-0.3771428571428564,No trend,No trend,,1034.49,High Plains aquifer,Texas,Gaines County,32.534722,-102.874167
#2727105,-0.2307142857142857,-0.2455789473684211,-18.45714285714286,-19.64631578947369,Decreasing,Decreasing,,1010.41,High Plains aquifer,Texas,Gaines County,32.587222,-102.739167
#2727304,-0.3068990384615384,-0.3091954887218045,-24.55192307692307,-24.73563909774436,Decreasing,Decreasing,,992.73,High Plains aquifer,Texas,Gaines County,32.623055,-102.644167
#2727517,-0.8979999999999999,-0.9036842105263159,-71.83999999999999,-72.29473684210527,Decreasing,Decreasing,,1004.93,High Plains aquifer,Texas,Gaines County,32.568333,-102.691389
#2727611,-0.2062500000000007,-0.2298771929824562,-16.50000000000006,-18.39017543859649,Decreasing,Decreasing,,988.16,High Plains aquifer,Texas,Gaines County,32.577222,-102.640556
#2727801,-1.123541666666666,-1.124103896103896,-89.8833333333333,-89.92831168831168,Decreasing,Decreasing,,998.83,High Plains aquifer,Texas,Gaines County,32.5371556,-102.6987806
#2728103,-0.2954411764705882,-0.2875037593984963,-23.63529411764706,-23.00030075187971,Decreasing,Decreasing,,984.5,High Plains aquifer,Texas,Gaines County,32.622222,-102.591667
#2728201,-0.1440873015873017,-0.148961038961039,-11.52698412698414,-11.91688311688312,Decreasing,Decreasing,,976.58,High Plains aquifer,Texas,Gaines County,32.586389,-102.579722
#2728301,-0.08390151515151498,-0.1032337662337662,-6.712121212121199,-8.258701298701295,Decreasing,Decreasing,,974.45,High Plains aquifer,Texas,Gaines County,32.59,-102.536389
#2729501,-0.01545454545454529,-0.01215789473684211,-1.236363636363623,-0.9726315789473684,No trend,No trend,,949.45,High Plains aquifer,Texas,Gaines County,32.566944,-102.434167
#2729601,0.04187500000000011,0.04933952528379766,3.350000000000009,3.947162022703813,No trend,Increasing,Different,932.69,High Plains aquifer,Texas,Gaines County,32.5423944,-102.3946139
#2729801,0.25,0.4056315789473684,20.0,32.45052631578947,Increasing,Increasing,,947.01,High Plains aquifer,Texas,Gaines County,32.535,-102.444445
#2730101,-0.5002820512820513,-0.5045441176470589,-40.0225641025641,-40.36352941176471,Decreasing,Decreasing,,941.83,High Plains aquifer,Texas,Gaines County,32.613889,-102.341945
#2730201,-0.1129545454545456,-0.1148774509803922,-9.036363636363646,-9.190196078431374,Decreasing,Decreasing,,950.98,High Plains aquifer,Texas,Gaines County,32.5987278,-102.3192611
#2731106,-0.06405882352941178,-0.07454545454545454,-5.124705882352942,-5.963636363636363,No trend,Decreasing,Different,907.69,High Plains aquifer,Texas,Gaines County,32.598334,-102.216389
#2731804,-0.08261904761904755,-0.0872549019607843,-6.609523809523804,-6.980392156862743,Decreasing,Decreasing,,897.64,High Plains aquifer,Texas,Dawson County,32.5236111,-102.195
#2732101,-0.05687500000000029,-0.05215686274509804,-4.550000000000023,-4.172549019607843,No trend,Decreasing,Different,911.35,High Plains aquifer,Texas,Dawson County,32.5975,-102.1191667
#2732202,-0.1466666666666665,-0.1539999999999999,-11.73333333333332,-12.31999999999999,Decreasing,Decreasing,,906.78,High Plains aquifer,Texas,Dawson County,32.6236111,-102.0711111
#2732502,0.06584848484848485,0.0735049019607843,5.267878787878788,5.880392156862744,No trend,Increasing,Different,890.02,High Plains aquifer,Texas,Dawson County,32.5619,-102.0673
#2732601,0.3979761904761904,0.4000980392156863,31.83809523809523,32.00784313725491,Increasing,Increasing,,894.28,High Plains aquifer,Texas,Dawson County,32.560278,-102.019722
#2732703,0.01607692307692305,0.01736764705882352,1.286153846153844,1.389411764705881,No trend,No trend,,886.97,High Plains aquifer,Texas,Dawson County,32.5411111,-102.1172222
#2733201,0.009999999999999787,0.02109391124871005,0.799999999999983,1.687512899896804,No trend,No trend,,1044.85,High Plains aquifer,Texas,Andrews County,32.471111,-102.945556
#2735201,-1.085454545454545,-1.104086687306502,-86.83636363636364,-88.32693498452014,Decreasing,Decreasing,,995.78,High Plains aquifer,Texas,Andrews County,32.4719444,-102.7036111
#2735302,-0.6900000000000001,-0.7078214285714285,-55.2,-56.62571428571428,Decreasing,Decreasing,,976.88,High Plains aquifer,Texas,Andrews County,32.4622222,-102.635
#2735701,0.003333333333333381,0.0129298245614035,0.2666666666666705,1.03438596491228,No trend,No trend,,987.25,High Plains aquifer,Texas,Andrews County,32.3975,-102.711945
#2736401,0.03833333333333341,0.1114545454545453,3.066666666666673,8.916363636363625,No trend,Increasing,Different,974.45,High Plains aquifer,Texas,Andrews County,32.4227778,-102.6005556
#2736901,0.07041666666666657,0.08983333333333322,5.633333333333326,7.186666666666658,No trend,Increasing,Different,958.9,High Plains aquifer,Texas,Andrews County,32.3791667,-102.5188889
#2737801,0.002337662337662288,0.03285294117647052,0.187012987012983,2.628235294117642,No trend,Increasing,Different,937.56,High Plains aquifer,Texas,Andrews County,32.402501,-102.433055
#2738101,-0.6389285714285711,-1.120666666666667,-51.11428571428569,-89.65333333333335,Decreasing,Decreasing,,920.19,High Plains aquifer,Texas,Andrews County,32.478055,-102.352223
#2738401,-0.006714285714285444,-0.07699999999999996,-0.5371428571428355,-6.159999999999997,No trend,Decreasing,Different,917.45,High Plains aquifer,Texas,Andrews County,32.42,-102.3566667
#2738701,-0.04999999999999982,-0.02527272727272722,-3.999999999999986,-2.021818181818178,No trend,Decreasing,Different,920.5,High Plains aquifer,Texas,Andrews County,32.4075,-102.3641667
#2738801,0.5066666666666666,0.568,40.53333333333333,45.44,No trend,Increasing,Different,915.31,High Plains aquifer,Texas,Andrews County,32.3838889,-102.3136111
#2738802,-0.08750000000000036,-0.1014285714285717,-7.000000000000028,-8.114285714285733,No trend,Decreasing,Different,913.79,High Plains aquifer,Texas,Andrews County,32.416389,-102.318611
#2739201,-0.1300000000000001,-0.122,-10.40000000000001,-9.759999999999998,Decreasing,Decreasing,,882.09,High Plains aquifer,Texas,Martin County,32.498334,-102.173055
#2739606,-0.2666666666666681,-0.1792456140350876,-21.33333333333345,-14.33964912280701,Decreasing,Decreasing,,881.79,High Plains aquifer,Texas,Martin County,32.420833,-102.144445
#2739607,-0.2957500000000001,-0.09200980392156873,-23.66000000000001,-7.360784313725498,Decreasing,Decreasing,,883.01,High Plains aquifer,Texas,Martin County,32.427222,-102.146111
#2739610,-0.3231250000000001,-0.3123676470588234,-25.85000000000001,-24.98941176470587,Decreasing,Decreasing,,883.01,High Plains aquifer,Texas,Martin County,32.425278,-102.145556
#2739611,-0.4336111111111112,-0.3814558823529411,-34.6888888888889,-30.51647058823529,Decreasing,Decreasing,,883.01,High Plains aquifer,Texas,Martin County,32.429444,-102.146667
#2739613,-0.2700000000000001,-0.1645098039215686,-21.6,-13.16078431372549,Decreasing,Decreasing,,880.87,High Plains aquifer,Texas,Martin County,32.436667,-102.148889
#2739614,-0.2749999999999986,-0.2088338493292054,-21.99999999999989,-16.70670794633643,Decreasing,Decreasing,,880.87,High Plains aquifer,Texas,Martin County,32.434167,-102.148056
#2739903,-0.05821350762527237,-0.06042063359842293,-4.65708061002179,-4.833650687873835,Decreasing,Decreasing,,883.92,High Plains aquifer,Texas,Martin County,32.386666,-102.147777
#2740601,-0.07000000000000028,-0.0936015037593985,-5.600000000000023,-7.488120300751881,No trend,Decreasing,Different,880.26,High Plains aquifer,Texas,Martin County,32.446389,-102.035556
#2740801,-0.003095238095238029,-0.02498529411764705,-0.2476190476190424,-1.998823529411764,No trend,No trend,,875.69,High Plains aquifer,Texas,Martin County,32.412778,-102.079444
#2743701,0.07937499999999967,0.08927941176470588,6.349999999999973,7.142352941176471,Increasing,Increasing,,989.08,High Plains aquifer,Texas,Andrews County,32.272222,-102.733889
#2743801,0.01142857142857144,0.0298771929824561,0.9142857142857151,2.390175438596488,Increasing,Increasing,,978.1,High Plains aquifer,Texas,Andrews County,32.2836111,-102.6791667
#2744201,0.07888888888888879,0.06833333333333333,6.311111111111103,5.466666666666667,Increasing,Increasing,,965.61,High Plains aquifer,Texas,Andrews County,32.3586111,-102.5583333
#2745201,0.08874999999999988,0.07473039215686275,7.099999999999991,5.97843137254902,Increasing,Increasing,,936.65,High Plains aquifer,Texas,Andrews County,32.3608333,-102.4233333
#2745901,-0.06749999999999945,-0.0505952380952381,-5.399999999999956,-4.047619047619047,No trend,Decreasing,Different,925.68,High Plains aquifer,Texas,Andrews County,32.281111,-102.381944
#2746501,-0.07333333333333296,-0.09228571428571399,-5.866666666666637,-7.382857142857119,No trend,Decreasing,Different,915.92,High Plains aquifer,Texas,Andrews County,32.3008333,-102.3236111
#2746601,-0.2125000000000004,-0.2371428571428571,-17.00000000000003,-18.97142857142856,Decreasing,Decreasing,,966.83,High Plains aquifer,Texas,Andrews County,32.321944,-102.268611
